,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
170,170,The spouse of Raj Kaushal is,The spouse of the director of Shaadi Ka Laddoo is,Raj Kaushal,the director of Shaadi Ka Laddoo, Mandira Bedi,1.1870284879478277e-06,2.018502300416003e-06,1.1614076811383711e-06,6.219472652446711e-07,9.38313064580143e-07,1.122919002227718e-06,8.178793677870999e-07,1.5593058151353034e-06,1.4928918972145766e-06,5.505684157469659e-07,6.862045438538189e-07,1.2040449064443237e-06,1.3319848903847742e-06,1.0058929547085427e-06,1.985350763789029e-06,1.3090863149045617e-06,1.3489301409208565e-06,2.060695805994328e-06,5.709317747459863e-07,9.62157628237037e-07,2.419697011646349e-06,1.0834490922206896e-06,1.6872697869985132e-06,3.447254812272149e-06,9.751374818733893e-07,6.833688530605286e-07,1.145802684732189e-06,1.0825532399394433e-06,2.668303295649821e-06,1.0223969866274274e-06,4.2901237407022563e-07,1.0501343012947473e-06,1.2193486327305436e-06,9.99575604510028e-07,1.6462755638713134e-06,8.847324011185265e-07,1.4664558420918183e-06,1.0853468666027766e-06,3.0679389055876527e-06,1.1153576906508533e-06,9.846493185250438e-07,1.2709285783785162e-06
171,171,"The place of death of Edmund of Langley, 1st Duke of York is","The place of death of the father of Edward, 2nd Duke of York is","Edmund of Langley, 1st Duke of York","the father of Edward, 2nd Duke of York", Hertfordshire,1.9880467334587593e-06,2.356561253691325e-06,8.741201185102909e-08,3.866939835006633e-07,3.6735241337737534e-07,5.817747705805232e-07,1.16362321023189e-06,3.735359314305242e-06,1.1215847735002171e-06,1.0519412398934946e-06,6.60250236705906e-08,4.6943632696638815e-06,6.440095035031845e-07,1.5922339571261546e-06,2.6036821054731263e-07,8.137638474181585e-07,2.3408178151385073e-07,1.249120060720088e-07,1.2938012332597282e-06,7.562140922345861e-07,5.295653977555048e-07,4.60804550073135e-08,4.806297511095181e-06,2.4206443072216643e-07,3.133558720946894e-06,2.0210016771216033e-07,6.191667694110947e-07,2.2423242285185552e-07,1.1607838956706473e-07,2.3269790290214587e-06,1.8354194253333844e-07,4.886094302491983e-07,5.650213097396772e-07,1.277109902275697e-07,8.970224598670029e-07,5.637649280743062e-08,1.112481186282821e-05,1.696676372375805e-05,4.203776825306704e-06,2.1759519768238533e-06,4.4400874799066514e-07,7.493050020457304e-07
172,172,The place of birth of Robert Adetuyi is,The place of birth of the director of Trouble Sleeping is,Robert Adetuyi,the director of Trouble Sleeping," Sudbury, Ontario",6.015077929077961e-07,1.5284340406651609e-06,1.858915368302405e-07,1.04683590507193e-06,4.969026576873148e-07,7.24540484497993e-07,9.486882959208742e-07,3.5732791729969904e-06,1.0442375923958025e-06,4.274808816262521e-06,8.529004702495513e-08,3.0316375614347635e-06,1.6758075389589067e-06,1.1376716884115012e-06,3.505823258365126e-07,6.676775683445157e-07,4.2543891254354094e-07,3.1840079373068875e-07,4.0004633206081053e-07,4.0962029856927984e-07,4.519592948781792e-07,1.1902044150247093e-07,1.524475578662532e-06,1.305604769186175e-06,9.888067324936856e-07,6.025115339980402e-07,5.785203711639042e-07,1.0562799843683024e-06,1.567611604968988e-07,1.1825285355371307e-06,2.7105133426630346e-07,4.2200724692520453e-07,1.3756579164692084e-06,1.559012389407144e-06,5.916693908147863e-07,2.644573555699026e-07,4.88986825075699e-06,1.2573154890560545e-05,6.904075689817546e-06,8.202092658393667e-07,1.2841175589528575e-07,3.193721909156011e-07
173,173,The mother of Georges Lautner is,The mother of the director of Death of a Corrupt Man is,Georges Lautner,the director of Death of a Corrupt Man, Renée Saint-Cyr,1.2585402373588295e-06,2.1379034933488583e-06,2.1321602616808377e-06,1.1768711374315899e-06,7.427657919834019e-07,1.336801801699039e-06,8.586787316744449e-07,1.4021895822224906e-06,1.0003815305026365e-06,1.5946051235005143e-06,9.383882684232958e-07,1.8374645378571586e-06,1.6244046037172666e-06,1.1426795936131384e-06,1.0193168691330357e-06,5.570419716605102e-07,6.830312599959143e-07,1.5939708646328654e-06,6.462790338446212e-07,8.892900495993672e-07,1.4289308865045314e-06,9.56487269831996e-07,2.6212935608782573e-06,3.571504976207507e-06,1.418459760316182e-06,8.56148346883856e-07,1.5192381397355348e-06,1.4220381672203075e-06,4.043468834424857e-06,1.960831014002906e-06,3.339073089136946e-07,8.366337738152652e-07,1.6473840105390991e-06,1.2308192935961415e-06,2.4431408292002743e-06,7.651494797755731e-07,2.5630317395552993e-05,1.8892233129008673e-06,5.5851419347163755e-06,1.1508063835208304e-06,1.3887853356209234e-06,1.4186551879902254e-06
174,174,The place of birth of Christiana of Schleswig-Holstein-Sonderburg-Glücksburg is,The place of birth of the mother of Christiane of Saxe-Merseburg is,Christiana of Schleswig-Holstein-Sonderburg-Glücksburg,the mother of Christiane of Saxe-Merseburg, Copenhagen,6.654448225162923e-05,4.848527896683663e-05,1.448718307983654e-06,9.281747225031722e-06,4.617860759026371e-05,1.3976733498566318e-05,3.545148501871154e-05,4.006910967291333e-05,3.723154804902151e-05,4.7572568291798234e-05,3.9395931707986165e-06,0.00014715039287693799,2.833040343830362e-05,1.9254390281275846e-05,1.00344459497137e-05,1.5574138160445727e-05,3.907088284904603e-06,9.63296497502597e-06,2.055191907857079e-05,1.7020905943354592e-05,1.1417212590458803e-05,1.3159321952116443e-06,5.4945037845754996e-05,1.2152824638178572e-05,9.331745968665928e-05,1.4957142411731184e-05,8.47289356897818e-06,2.704725557123311e-05,6.990536803641589e-06,0.00011095112131442875,5.371735824155621e-06,1.4613612620451022e-05,3.066326098632999e-05,4.630262264981866e-05,1.2446283108147327e-05,1.7865147583506769e-06,2.772015614027623e-05,0.00011614616960287094,5.9445043007144704e-05,1.4832978195045143e-05,5.704992418031907e-06,3.2608164474368095e-05
175,175,The place of birth of Francesco Galli Bibiena is,The place of birth of the father of Jean Galli de Bibiena is,Francesco Galli Bibiena,the father of Jean Galli de Bibiena, Bologna,0.00018151754920836538,0.0002469092432875186,3.643102536443621e-05,0.0001296460977755487,0.00010503368685021996,0.00014698122686240822,0.00040229427395388484,0.0003658854402601719,0.0001909804268507287,0.0005516445962712169,1.2282744137337431e-05,0.00038656554534099996,0.00011745234223781154,0.0001382828486384824,5.0284270400879905e-05,7.193627970991656e-05,3.906790152541362e-05,6.724536797264591e-05,0.0001417593302903697,0.00012280381633900106,3.385763557162136e-05,1.4386693692358676e-05,0.00031504753860644996,5.91718235227745e-05,0.00024536275304853916,4.913881639367901e-05,5.8426383475307375e-05,6.805094017181545e-05,5.169665382709354e-05,0.00023977208184078336,8.777224138611928e-05,0.00018986275244969875,8.230007370002568e-05,0.00011273990094196051,6.594846490770578e-05,1.0135438060387969e-05,0.0014189104549586773,0.0009140840847976506,0.00028638358344323933,0.00018332776380702853,0.00013572792522609234,6.468135688919574e-05
176,176,The date of birth of Leslie Stephen is,The date of birth of the father of Thoby Stephen is,Leslie Stephen,the father of Thoby Stephen, 28 November 1832,0.0016949503915384412,0.001309236977249384,0.0006140833720564842,0.0014500519027933478,0.0005559421260841191,0.0017978786490857601,0.0009419677662663162,0.0012038610875606537,0.0009712897590361536,0.0016449394170194864,0.0003534807765390724,0.0041097914800047874,0.0019589366856962442,0.0005849344888702035,0.0005582234007306397,0.0022677453234791756,0.0012782858684659004,0.0002706327650230378,0.00022829011140856892,0.0010994666954502463,0.0013878794852644205,0.00012508328654803336,0.001900154398754239,0.0007009063847362995,0.002095359144732356,0.0006162089994177222,0.001148289768025279,0.00043473095865920186,0.0004539453948382288,0.0021552874241024256,0.000632300041615963,0.0017364755040034652,0.0011023776605725288,0.0027297181077301502,0.0013077649055048823,0.0005048834718763828,0.0021053319796919823,0.0017111339839175344,0.0015516862040385604,0.0014827531995251775,0.0014649409567937255,0.0015131717082113028
177,177,The place of death of Gracie Fields is,The place of death of the spouse of Archie Pitt is,Gracie Fields,the spouse of Archie Pitt, Isle of Capri,8.141354896906705e-07,5.662471949108294e-07,9.791499877565002e-08,1.2400717253058247e-07,2.7223495635553263e-07,2.26079023946113e-07,2.2636662322383927e-07,1.052118705047178e-06,1.9323510969115887e-07,6.937196985745686e-07,1.130504134749799e-08,6.788686732761562e-06,3.0179171517374925e-07,8.478128279421071e-07,1.8887553210333863e-07,9.310203097356862e-08,1.9310611776290898e-07,1.2016316475182975e-07,1.444058881361343e-07,2.3014943906218832e-07,3.132270265382431e-08,2.6540130093621883e-08,9.253572557099687e-07,3.6524749447153226e-08,4.46984273594353e-07,2.7487843112794508e-08,2.764445241609792e-07,5.396517721578675e-08,9.675405010511895e-08,6.656701430074463e-07,9.850023019453147e-08,5.619941134682449e-08,2.5040660034392204e-07,3.2148517448149505e-07,2.1271455352689372e-07,5.191236951418432e-08,8.045086360652931e-06,6.359098279062891e-06,9.403910326000187e-07,8.460272056254325e-07,3.781953594739207e-08,1.9562156694519217e-07
178,178,The father of Mahatma Gandhi is,The father of the founded by of Gujarat Vidyapith is,Mahatma Gandhi,the founded by of Gujarat Vidyapith, Karamchand Gandhi,8.020824679988436e-06,5.3818290325580165e-05,3.10837640427053e-05,1.1372958397259936e-05,9.714727639220655e-06,2.300476626260206e-05,2.9618688131449744e-05,4.3364834709791467e-05,2.1011910575907677e-05,1.1700575669237878e-05,4.5871391193941236e-05,3.6355413612909615e-05,1.7988870240515098e-05,2.3439686628989875e-05,2.3252148821484298e-05,1.871943095466122e-05,2.7326695999363437e-05,3.531443508109078e-05,1.0629903954395559e-05,2.0012654204037972e-05,1.868459912657272e-05,2.291751661687158e-05,4.74406624562107e-05,0.00010999660298693925,6.411587673937902e-05,3.482980537228286e-05,4.8509729822399095e-05,6.417869008146226e-05,9.618206968298182e-05,3.618382470449433e-05,5.783851975138532e-06,2.5696328521007672e-05,1.4435667253565043e-05,2.2938627807889134e-05,3.414455204620026e-05,1.739103754516691e-05,3.34440846927464e-05,6.81521269143559e-05,0.00014454576012212783,2.8406211640685797e-05,1.8406351955491118e-05,7.64497381169349e-05
179,179,The country of citizenship of Stan Laurel is,The country of citizenship of the spouse of Lois Neilson is,Stan Laurel,the spouse of Lois Neilson, United Kingdom,6.238916830625385e-05,5.255719952401705e-05,2.8300135454628617e-05,4.720333527075127e-05,1.9713377696461976e-05,0.00011732419807231054,3.7702033296227455e-05,0.00024749894510023296,6.670281436527148e-05,4.264362723915838e-05,8.553111911169253e-06,0.0006567745003849268,9.508956281933933e-05,2.7791875254479237e-05,3.0268191039795056e-05,9.487822535447776e-05,5.825894186273217e-05,3.580168049666099e-05,4.4190270273247734e-05,4.218894537189044e-05,9.562188097334001e-06,9.842208783084061e-06,0.0002637829747982323,4.5998745918041095e-05,3.955712236347608e-05,2.0146393580944277e-05,2.9152011848054826e-05,1.277482897421578e-05,5.4673069826094434e-05,5.05836505908519e-05,2.688200220291037e-05,3.400837886147201e-05,7.163838745327666e-05,2.7288795536151156e-05,8.194757538149133e-05,3.678406574181281e-05,0.00023517466615885496,0.00010685854067560285,5.194732148083858e-05,1.4929441022104584e-05,9.765143659024034e-06,1.741305095492862e-05
180,180,The spouse of Billy Joel is,The spouse of the performer of Scandinavian Skies is,Billy Joel,the performer of Scandinavian Skies, Alexis Roderick,2.2531361310029752e-07,1.0394508080935339e-06,1.6272927894078748e-07,2.466620117047569e-07,3.379244617462973e-07,3.7596268498418794e-07,7.860368782530713e-07,5.862194711880875e-07,2.3004474769550143e-07,2.1922301129961852e-07,3.9575186860929534e-07,2.901364950957941e-06,1.0132392844752758e-06,3.6011874726682436e-07,4.3385054482314445e-07,8.165650342562003e-07,4.6449147816929326e-07,1.2822262078771018e-06,6.67930237341352e-07,5.611933602267527e-07,2.588711822681944e-07,7.356401283686864e-07,1.8209113932243781e-06,1.3049511835561134e-06,2.171575488318922e-06,3.3236028684768826e-07,6.420515887839429e-07,9.925045105774188e-07,1.1416076404202613e-06,1.1987209518338204e-06,1.716208544166875e-07,4.777616595674772e-07,2.4816571908559126e-07,5.823648621117172e-07,1.2169697356512188e-06,2.018606437559356e-07,1.2501478522608522e-05,2.8210679374751635e-06,4.743641511595342e-06,9.160540912489523e-07,3.876132552704803e-07,6.877515374981158e-07
181,181,The country of citizenship of Charlemagne is,The country of citizenship of the spouse of Luitgard is,Charlemagne,the spouse of Luitgard, Carolingian Empire,3.66773065252346e-07,1.07048407471666e-07,5.256116253349319e-08,1.4196578490555112e-07,2.663423117610364e-07,9.198121375675328e-08,1.7046491507244355e-07,1.4213003396434942e-07,3.329786011363467e-07,1.7568389409916563e-07,7.056779161018767e-09,2.439979652990587e-06,3.6663124092228827e-07,4.271499420838154e-08,6.999039925403849e-08,1.7655376893799257e-07,6.512938455216499e-08,5.909377165380647e-08,3.9020211062279486e-08,1.5358425287104183e-07,3.554280425532852e-08,2.474364357851755e-08,2.435591568428208e-07,1.4088645805543365e-08,1.433743221923578e-07,9.190031846628699e-08,7.10120957592153e-08,2.9648836274986934e-08,6.225772608559055e-08,1.526515660543737e-07,4.5161723249975694e-08,6.813966990648623e-08,2.2994139214915776e-07,2.507642307136848e-07,9.372441667210296e-08,4.5596010522785946e-08,9.242163514500135e-07,3.1437875804840587e-06,4.5756524968965095e-07,1.1226259744034905e-07,6.445753797379439e-08,1.1952862166708655e-07
182,182,The country of citizenship of Psarantonis is,The country of citizenship of the father of Giorgos Xylouris is,Psarantonis,the father of Giorgos Xylouris, Greek,0.000150316467625089,0.00011043700942536816,1.6633954146527685e-05,3.896429916494526e-05,6.306810973910615e-05,3.6522156733553857e-05,0.00015436405374202877,5.521427738131024e-05,0.00017014106560964137,3.15542274620384e-05,1.711165350570809e-05,2.1356583602027968e-05,0.00029983773129060864,1.679557499301154e-05,8.777932816883549e-05,4.905674359179102e-05,3.4982313081854954e-05,3.762135747820139e-05,2.127964580722619e-05,9.20379170565866e-05,1.288100793317426e-05,1.5340401660068892e-05,0.0003564337675925344,8.447258551314007e-06,6.548709643539041e-05,4.1493363823974505e-05,4.130271918256767e-05,7.709879719186574e-05,3.1992785807233304e-05,3.409495184314437e-05,1.0784448932099622e-05,4.604161222232506e-05,5.574352326220833e-05,5.356488691177219e-05,6.338895036606118e-05,1.2851494830101728e-05,3.0815161153441295e-05,8.28718111733906e-05,0.00012513525143731385,0.00010605969146126881,6.490889063570648e-05,0.00023210718063637614
183,183,The place of birth of T. S. Nagabharana is,The place of birth of the director of  Chinnari is,T. S. Nagabharana,the director of  Chinnari, Bangalore,0.00032184546580538154,0.000109654720290564,4.3187083065276965e-06,0.00014063995331525803,0.00015706333215348423,1.760915074555669e-05,8.320856431964785e-05,0.0003227834531571716,0.0002703392819967121,0.00010063802619697526,9.514369594398886e-06,4.828752935281955e-05,1.2643505215237383e-05,2.755120294750668e-05,1.1143561096105259e-05,1.2338786291365977e-05,1.2712592251773458e-05,1.5609257388859987e-05,6.551630940521136e-05,2.1726718841819093e-05,8.984722808236256e-05,2.6588841137709096e-06,4.621783591574058e-05,5.5076507123885676e-05,7.516934419982135e-05,1.3054467672191095e-05,1.1250732313783374e-05,4.272567093721591e-05,1.937003617058508e-05,0.00034082113415934145,0.00010491019202163443,2.419529300823342e-05,3.6695295420940965e-05,2.576018414401915e-05,0.00014756733435206115,2.6036893814307405e-06,7.082479442033218e-06,0.00010206759179709479,0.00018182491476181895,2.07457323995186e-05,3.467911255938816e-06,4.6071909309830517e-05
184,184,The place of death of Empress Matilda is,"The place of death of the spouse of Geoffrey Plantagenet, Count of Anjou is",Empress Matilda,"the spouse of Geoffrey Plantagenet, Count of Anjou", Rouen,8.80131028679898e-06,1.0786080792968278e-06,1.6968856186849735e-07,3.8882967601239216e-07,4.789175136465929e-07,3.99515045046428e-07,1.2942318790010177e-06,1.8861173884943128e-06,8.120659344967862e-07,2.545232973716338e-06,8.776208915151074e-08,5.9916301324847154e-06,5.556867677114496e-07,6.739350624229701e-07,7.380539273071918e-07,2.90184800633142e-07,5.021346964895201e-07,4.6500505845870066e-07,3.419502547785669e-07,8.807382982922718e-07,1.8704446347328485e-07,1.8800868417656602e-07,3.1439592476090183e-06,1.63579414902415e-07,5.528070232685423e-07,6.130313749963534e-07,7.374189294750977e-07,7.358229368037428e-07,2.1178303200031223e-07,3.4121984526791493e-07,2.0802069400360779e-07,4.563665072510048e-07,6.292353305070719e-07,6.910665319992404e-07,8.071367574302712e-07,9.06673776057687e-08,5.396170308813453e-06,4.177617938694311e-06,2.8510476113297045e-06,2.087879011014593e-06,1.7743640512435377e-07,5.313432893672143e-07
185,185,The date of death of Anna van Egmont is,The date of death of the mother of Floris van Montmorency is,Anna van Egmont,the mother of Floris van Montmorency, 1574,0.0012627075193449855,0.000849396747071296,0.0003216415352653712,0.0012543171178549528,0.00030222992063499987,0.0008776363101787865,0.0006551988190039992,0.00037510637775994837,0.0007427933160215616,0.001473318669013679,0.0003616061294451356,0.0018836582312360406,0.001172176911495626,0.00034052436240017414,0.0004566718707792461,0.0013854772550985217,0.0006991505506448448,0.00018579987226985395,0.0001796694559743628,0.0004853133577853441,0.000875446479767561,0.00010717532859416679,0.001385512761771679,0.0004202251438982785,0.0014306678203865886,0.0013249616604298353,0.0008478998788632452,0.00039009194006212056,0.0004340532177593559,0.0016044233925640583,0.0003633520973380655,0.0016545199323445559,0.0009700246737338603,0.0017838113708421588,0.0007545913686044514,0.0005427438882179558,0.0021262886002659798,0.0005581829464063048,0.0014997882535681129,0.00098939158488065,0.0006509000086225569,0.0011612537782639265
186,186,"The date of death of Charles, Duke of Durazzo is",The date of death of the father of Joanna of Durazzo is,"Charles, Duke of Durazzo",the father of Joanna of Durazzo, 23 January 1348,0.002373470924794674,0.0015388228930532932,0.0004422507481649518,0.002424039412289858,0.0006633296725340188,0.0017932528862729669,0.0010912443976849318,0.0012632241705432534,0.001746463356539607,0.0019561289809644222,0.0004031807475257665,0.0052307420410215855,0.0020603325683623552,0.0005487846210598946,0.0005694028222933412,0.004223207011818886,0.0011275492142885923,0.0002748652477748692,0.00035006433608941734,0.0007306421757675707,0.002439029049128294,0.0001316510169999674,0.0025097664911299944,0.0015591452829539776,0.0032605594024062157,0.0012931026285514235,0.0016287823673337698,0.0006521022878587246,0.0008280013571493328,0.0029362402856349945,0.0007883917423896492,0.00268852268345654,0.0025370921939611435,0.004904720466583967,0.0022505761589854956,0.0009463398600928485,0.0026528737507760525,0.00129930570255965,0.0029481067322194576,0.0016997999045997858,0.0015660689678043127,0.001735804253257811
187,187,The place of birth of Caroline Kennedy is,The place of birth of the mother of Tatiana Celia Kennedy Schlossberg is,Caroline Kennedy,the mother of Tatiana Celia Kennedy Schlossberg, Manhattan,2.7713349481928162e-05,8.318948857777286e-06,5.454481879496598e-07,6.492829470516881e-06,7.58593387217843e-06,5.766605227108812e-06,4.118134165764786e-05,1.0375154488428961e-05,6.987973847571993e-06,1.8614255168358795e-05,5.411970391833165e-07,9.86651357379742e-05,2.4768592084001284e-06,7.256738626892911e-06,2.210620095866034e-06,6.235301043489017e-06,2.217047040176112e-06,5.614310794044286e-06,4.175821231910959e-06,5.123322353028925e-06,1.4892131048327428e-06,9.031947456605849e-07,9.014444003696553e-06,3.6976689443690702e-06,1.1189657016075216e-05,3.2236544029728975e-06,1.482197490076942e-06,4.1118978515441995e-06,3.796196779148886e-06,2.0272038455004804e-05,6.552365903189639e-06,1.4480854133580578e-06,3.037599299204885e-06,1.0570677659416106e-05,8.096360033960082e-06,1.3468264796756557e-06,1.801208418328315e-05,4.4236476242076606e-05,1.2647401490539778e-05,6.46291664452292e-06,6.623305921493738e-07,1.2916730156575795e-06
188,188,The place of death of George Gershwin is,The place of death of the composer of That Certain Feeling is,George Gershwin,the composer of That Certain Feeling, Hollywood,3.2221651053987443e-05,6.843751907581463e-05,1.2353517377050593e-05,6.378882972057909e-05,8.54065510793589e-05,3.762388223549351e-05,0.00015255309699568897,6.790282350266352e-05,0.00010442476923344657,0.00013678500545211136,1.189363047160441e-05,0.0006941366591490805,1.9932685972889885e-05,6.192844011820853e-05,2.036419027717784e-05,5.3713851229986176e-05,1.7926617147168145e-05,4.1816685552475974e-05,8.937392703955993e-05,6.417779513867572e-05,3.907053542206995e-05,2.218431473011151e-05,6.508290971396491e-05,4.547442586044781e-05,0.00013548046990763396,5.691244950867258e-05,1.923240597534459e-05,7.006344094406813e-05,3.881222437485121e-05,0.000150098348967731,6.160008342703804e-05,3.205751272616908e-05,2.290672273375094e-05,3.465200643404387e-05,5.68121686228551e-05,3.2101550459628925e-05,0.00012515566777437925,0.00012906287156511098,0.000107683299575001,0.00011522275599418208,3.2442221709061414e-05,1.566408718645107e-05
189,189,The country of citizenship of Harry Edwards is,The country of citizenship of the director of Three Little Twirps is,Harry Edwards,the director of Three Little Twirps, Canadian,8.018637890927494e-05,8.813785098027438e-05,0.00013877934543415904,8.574690582463518e-05,3.980087421950884e-05,4.374295167508535e-05,7.842843479011208e-05,0.00012981296458747238,0.00011929992615478113,7.758040737826377e-05,6.38175115454942e-05,0.001011229120194912,0.00014504371210932732,4.9592021241551265e-05,5.054555367678404e-05,0.00011421571980463341,2.0201625375193544e-05,0.00014909662422724068,8.345470268977806e-05,6.76418057992123e-05,1.4294086213340051e-05,3.0006282031536102e-05,0.00020375657186377794,9.805491572478786e-05,6.936692079761997e-05,2.9634340535267256e-05,0.00017950465553440154,4.471409920370206e-05,5.5797139793867245e-05,9.01496023288928e-05,4.310913209337741e-05,2.6705711206886917e-05,0.00011784220259869471,0.00011705783981597051,6.124036008259282e-05,5.92317919654306e-05,0.0001608553429832682,0.0002978415577672422,0.00010283415031153709,4.155691203777678e-05,2.7739668439608067e-05,0.00011795904720202088
190,190,"The place of death of Simon VI, Count of Lippe is","The place of death of the father of Philipp I, Count of Schaumburg-Lippe is","Simon VI, Count of Lippe","the father of Philipp I, Count of Schaumburg-Lippe", Brake,1.711248478386551e-05,2.0040419258293696e-05,2.356645381951239e-06,5.162925845070276e-06,3.047947302547982e-06,1.0332907550036907e-05,1.8862105207517743e-05,5.587817940977402e-05,2.0067838704562746e-05,2.183133619837463e-05,8.266890745289857e-07,1.8747028661891818e-05,3.424265514695435e-06,1.5259960491675884e-05,3.957669832743704e-06,8.015125786187127e-06,4.838905169890495e-06,4.124997303733835e-06,1.1793575140472967e-05,1.088454791897675e-05,2.724473688431317e-06,2.004493126150919e-06,4.618647290044464e-05,2.871639708246221e-06,1.833571332099382e-05,4.048050868732389e-06,1.2734599295072258e-05,7.519299288105685e-06,3.703308721014764e-06,9.989174031943548e-06,3.3221690500795376e-06,7.2176617322838865e-06,6.55212033962016e-06,4.927806003252044e-06,8.768944098846987e-06,1.6567072407269734e-06,4.604206696967594e-05,0.00017481978284195065,1.576320755702909e-05,3.587580067687668e-05,3.288955213065492e-06,1.602103657205589e-05
191,191,"The place of birth of Thomas Powys, 2nd Baron Lilford is",The place of birth of the father of Horatio Powys is,"Thomas Powys, 2nd Baron Lilford",the father of Horatio Powys, Lilford Hall,4.2281436662960914e-07,1.1837859119623317e-06,1.3177583468859666e-07,5.466353627525677e-07,6.634944611505489e-07,8.045931849665067e-07,1.8257203464600025e-06,1.0648061561369104e-06,1.985066091947374e-06,1.4010500990480068e-06,7.098564935859031e-08,4.002254627266666e-06,1.004148202810029e-06,4.434427864907775e-07,2.1358138724281162e-07,7.044781114018406e-07,2.00588374354993e-07,4.880666324424965e-07,1.1942955779886688e-06,3.092114582159411e-07,2.892679447086266e-07,1.1124775767257233e-07,1.1578798648770317e-06,8.716103252481844e-07,1.8229723082185956e-06,3.5060244840678934e-07,2.366701181699682e-07,4.6296241862364695e-07,1.8186069894454704e-07,1.1926508705073502e-06,4.3129281834808353e-07,8.113888156913163e-07,6.005496970828972e-07,5.647133889397082e-07,8.237814199674176e-07,2.0544129597510619e-07,6.0587390180444345e-06,1.13278483695467e-05,2.091521764668869e-06,3.56275620561064e-07,1.2322311704338063e-07,1.9587547228638869e-07
192,192,The place of death of Aram Khachaturian is,The place of death of the composer of Pepo is,Aram Khachaturian,the composer of Pepo, Moscow,2.7069392672274262e-05,2.5545587050146423e-05,1.9300723579362966e-06,1.3385223610384855e-05,1.0110832590726204e-05,1.4233703950594645e-05,1.9724646335816942e-05,5.646539284498431e-05,2.6850864742300473e-05,3.140846092719585e-05,5.374440661398694e-06,3.0957715352997184e-05,1.3246140042610932e-05,1.399490429321304e-05,3.8711659726686776e-06,9.23603874980472e-06,5.610149401036324e-06,8.954249096859712e-06,1.21574557852e-05,1.4111133168626111e-05,6.936063527973602e-06,1.6442163541796617e-06,1.6705091184121557e-05,3.218465644749813e-05,5.28042801306583e-05,1.8124426787835546e-05,4.742646524391603e-06,4.598732994054444e-05,8.757470823184121e-06,4.934607932227664e-05,1.056463679560693e-05,4.3024551814596634e-06,1.023262484523002e-05,2.1764824850833975e-05,2.7197302188142203e-05,6.614105586777441e-06,8.425332453043666e-06,4.847786476602778e-05,2.7871028578374535e-05,2.16381813515909e-05,2.4692428723938065e-06,1.0717495570133906e-05
193,193,The date of death of Æthelweard is,The date of death of the father of Æthelmær the Stout is,Æthelweard,the father of Æthelmær the Stout, 998,0.000647467328235507,0.0013004881329834461,0.0002483467396814376,0.002293885452672839,0.0006883905152790248,0.0007430833647958934,0.0008716785232536495,0.001000972930341959,0.0006224361131899059,0.0010603537084534764,0.0003812752547673881,0.0034377758856862783,0.0007574973860755563,0.0005222911713644862,0.00021254124294500798,0.004129380453377962,0.0005850313464179635,0.00010714661766542122,0.0002108355547534302,0.0006784223369322717,0.0019855548162013292,9.9426724773366e-05,0.0014945176662877202,0.0012184506049379706,0.0025664966087788343,0.0009196517639793456,0.0012114265700802207,0.0002902955166064203,0.0010044086957350373,0.003584446618333459,0.0003515769785735756,0.003860373515635729,0.0017785163363441825,0.0026331560220569372,0.0008094893419183791,0.00044519396033138037,0.009216390550136566,0.0013350690715014935,0.0013526629190891981,0.0010932921431958675,0.0012051512021571398,0.002889196155592799
