,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_if,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_than,ans_prob_obs_edit_subject_because,ans_prob_obs_edit_subject_while,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_since,ans_prob_obs_edit_subject_though,ans_prob_obs_edit_subject_after,ans_prob_obs_edit_subject_until,ans_prob_obs_edit_subject_whether,ans_prob_obs_edit_subject_before,ans_prob_obs_edit_subject_although,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_unless,ans_prob_obs_edit_subject_nor,ans_prob_obs_edit_subject_once,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_except,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_soon,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_rather,ans_prob_obs_edit_subject_and/or,ans_prob_obs_edit_subject_whereas,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_till,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_provided,ans_prob_obs_edit_subject_considering,ans_prob_obs_edit_subject_given
276,276,The place of birth of Danny O'Keefe is,The place of birth of the performer of Good Time Charlie's Got the Blues is,Danny O'Keefe,the performer of Good Time Charlie's Got the Blues," Spokane, Washington",1.4509806760543142e-06,5.960475391475484e-06,3.88021135222516e-06,3.9444234971597325e-06,4.007536517747212e-06,7.404220809803519e-07,1.1532537200764637e-06,4.8173264985962305e-06,2.569335720181698e-06,2.8896783987875096e-06,1.3714819942833856e-05,2.3482953110942617e-06,7.802475465723546e-07,3.8394000512198545e-06,2.156515165552264e-06,1.2016182608931558e-06,2.0846905499638524e-06,3.587794878967543e-07,3.4296812145839795e-07,3.242157617933117e-06,7.995331543497741e-07,1.4591699937227531e-06,1.0488462294233614e-06,5.040044470661087e-07,8.11960308055859e-06,1.3664815696756705e-06,1.8199012856712216e-06,2.5414713036298053e-06,6.6388051891408395e-06,1.0198089057666948e-06,2.9129651011317037e-06,8.961964681475365e-07,5.432143552752677e-06,2.4951698378572473e-06,7.727521165179496e-07,2.077130830002716e-06,1.4268898667069152e-06,4.988540354133875e-07,3.644380967671168e-06,1.5184375570242992e-06,6.683823698949709e-07,4.559258741210215e-06
277,277,The place of birth of Julia Michaels is,The place of birth of the performer of Jump is,Julia Michaels,the performer of Jump, Davenport,0.00021818852110300213,0.0005124947638250887,0.0011681991163641214,0.0004651776107493788,0.0005951334023848176,0.0002659991441760212,0.00030450482154265046,0.0006083236075937748,0.00035205757012590766,0.0001665348099777475,0.0006701938109472394,0.0004739215655717999,0.00021242903312668204,0.00032442776137031615,0.0011961202835664153,0.0009875170653685927,0.0012102603213861585,0.0004721830482594669,7.585537241538987e-05,0.00073506950866431,0.00036307511618360877,0.00015320369857363403,0.00034983246587216854,0.00014802051009610295,0.0004745997430291027,0.0003045448684133589,0.0003113669517915696,0.0009305051062256098,0.00024227316316682845,0.00046738909441046417,0.0008177751442417502,0.00018864589219447225,0.000989029766060412,0.00021336395002435893,0.0004077561025042087,0.0002895043871831149,0.00030107912607491016,0.0003508815134409815,0.0004954118630848825,0.0003285693528596312,0.00020392343867570162,0.0005248163361102343
278,278,The place of birth of Les Mayfield is,The place of birth of the director of Code Name: The Cleaner is,Les Mayfield,the director of Code Name: The Cleaner," Albuquerque, New Mexico",3.617014954215847e-06,3.3352380341966636e-06,2.0411455352586927e-06,2.5667407044238644e-06,2.213773996118107e-06,7.901247158770275e-07,1.3195339079175028e-06,1.010053779282316e-06,1.185144469673105e-06,1.2124463637519511e-06,4.381710823508911e-06,2.0278143892937806e-06,1.5526859442616114e-06,1.207146851811558e-06,1.803757413654239e-06,7.659583616259624e-07,2.1957785065751523e-06,6.532262659675325e-07,3.2312968301084766e-07,2.2521317077917047e-06,6.086478379074833e-07,1.3732545767197735e-06,8.697198836671305e-07,6.198518462952052e-07,2.198036099798628e-06,1.0918715815932956e-06,2.678801592992386e-06,2.3013687950879103e-06,5.292562946124235e-06,6.306316890913877e-07,1.5170925280472147e-06,5.460436796056456e-07,4.551653091766639e-06,1.3226300552560133e-06,2.2726756299107365e-07,7.106812063284451e-07,8.531064281669387e-07,1.4877241483191028e-06,3.865482085529948e-06,6.644833092650515e-07,6.467223556683166e-07,1.9347066881891806e-06
279,279,The place of birth of Bashar Warda is,The place of birth of the founded by of Catholic University in Erbil is,Bashar Warda,the founded by of Catholic University in Erbil, Baghdad,0.00012935495760757476,0.00033045149757526815,0.0002112346701323986,0.00027200006297789514,0.0002968078770209104,2.0384029994602315e-05,9.865237370831892e-05,0.00015330016321968287,0.00018287345301359892,7.59121758164838e-05,0.001191270537674427,0.00011181439185747877,6.541651237057522e-05,0.00036604772321879864,0.0006957176374271512,0.00026439473731443286,0.000280725333141163,3.3144013286801055e-05,4.405916479299776e-05,0.0003260703233536333,0.00010299407585989684,4.341648309491575e-05,0.00011276854638708755,5.731316196033731e-05,6.790324550820515e-05,3.127148374915123e-05,6.66669657221064e-05,0.0001391946861986071,0.0001282897574128583,0.00021945139451418072,0.00013931022840552032,1.7757371097104624e-05,0.00036941253347322345,0.0003101943002548069,1.6823210899019614e-05,0.00014606864715460688,5.963644798612222e-05,5.6944216339616105e-05,0.0002248766686534509,0.00010146603017346933,9.699683687358629e-06,0.0001945230324054137
280,280,The place of death of Juliana of Stolberg is,The place of death of the mother of Louis of Nassau is,Juliana of Stolberg,the mother of Louis of Nassau, Dillenburg,3.811556581467812e-08,7.766229970229688e-08,1.3165619350274937e-07,6.651774953070344e-08,2.1488928325652523e-07,5.985305051581236e-08,1.0576554387853321e-07,5.711803510166646e-07,1.277570618185564e-07,2.2519193620951228e-08,3.5325533076502325e-07,3.287701133558585e-07,2.2728308124442265e-08,6.35085370959132e-08,1.1411071909606108e-07,2.7616431452770485e-07,2.5238520606762904e-07,8.370344062313961e-08,4.9956060621525467e-08,1.369816828855619e-07,8.927482042508927e-08,2.938175036604207e-08,5.926943202894108e-08,6.854195078176417e-08,1.4763340061563213e-07,2.269555920975108e-08,1.7774356209088182e-08,1.0650806103740251e-07,6.569775479192685e-08,4.883011683887162e-08,3.539506110428192e-08,4.260993691218573e-08,1.272139371621961e-07,6.719498912843846e-08,1.113296619337234e-07,1.272406819907701e-07,9.552299928827779e-08,9.640455544968063e-08,1.8463067874563421e-07,2.2527842702402268e-08,1.996911080937025e-08,1.4212342591690685e-07
281,281,The place of birth of Mary McGuckian is,The place of birth of the director of Inconceivable is,Mary McGuckian,the director of Inconceivable, Northern Ireland,2.843050424417015e-05,1.581419383001048e-05,1.6253439753199928e-05,1.2872299521404784e-05,1.0498174560780171e-05,2.8665563149843365e-06,6.343394034047378e-06,1.0167424989049323e-05,5.103087005409179e-06,1.092461752705276e-05,2.5416406060685404e-05,6.469337222370086e-06,4.1942430470953695e-06,1.6439529645140283e-05,1.0025066330854315e-05,1.2852866348112002e-05,8.610561962996144e-06,5.67487131775124e-06,1.474428813708073e-06,7.547507266281173e-06,1.2595224688993767e-05,6.468841093010269e-06,6.783897333662026e-06,2.6043428533739643e-06,1.617652378627099e-05,6.503045369754545e-06,1.3784307157038711e-05,1.1862275641760789e-05,1.1373625966371037e-05,1.0679145816538949e-05,7.464755981345661e-06,8.484350473736413e-06,1.9285342204966582e-05,6.371632480295375e-06,2.981532588819391e-06,8.105087545118295e-06,3.1854360713623464e-06,5.953228537691757e-06,1.5009651178843342e-05,6.6725419856084045e-06,9.621692242944846e-07,6.836430657131132e-06
282,282,The place of birth of Edmund Ironside is,The place of birth of the father of Edward the Exile is,Edmund Ironside,the father of Edward the Exile, Wessex,7.595918759761844e-06,1.1373388588253874e-05,7.774508048896678e-06,5.891069122299086e-06,1.14727163236239e-05,1.6044714357121848e-06,3.7392539979919093e-06,1.0808066690515261e-05,5.179861091164639e-06,8.117588549794164e-06,3.143571302643977e-05,9.38285666052252e-06,2.072085635518306e-06,9.090396815736312e-06,1.5135175999603234e-05,1.2150583643233404e-05,2.3077362129697576e-05,5.153683105163509e-06,1.2958066690771375e-06,4.918873855785932e-06,1.0236480193270836e-05,3.436764018260874e-06,4.030415766465012e-06,1.956418145709904e-06,9.425346433999948e-06,2.520665702832048e-06,3.1777392450749176e-06,9.222983862855472e-06,4.111999260203447e-06,7.107947567419615e-06,7.232265943457605e-06,2.6545524178800406e-06,7.875707524362952e-06,2.3225445602292893e-06,1.4675853208245826e-06,5.511685230885632e-06,2.3139432414609473e-06,7.744824870314915e-07,3.5539405871531926e-06,3.6268872918299166e-06,3.646867696716072e-07,8.286061529361177e-06
283,283,Bommarillu Bhaskar was educated at,The director of Bangalore Days was educated at,Bommarillu Bhaskar,the director of Bangalore Days, Film and Television Institute of Tamil Nadu,5.7568191550672054e-05,0.00034882305772043765,0.0003043030446860939,0.0002454906061757356,0.00018704782996792346,0.0002946711319964379,0.00025477728922851384,0.00024109621881507337,0.00043406375334598124,0.00032213583472184837,0.0002504063886590302,0.0003021685697603971,0.00020252294780220836,0.00026380448252893984,0.0002667821245267987,0.00020694317936431617,0.00047018405166454613,0.0002385167608736083,0.0001738754945108667,0.00039307953556999564,0.0002653254778124392,0.00026896214694716036,0.00020046158169861883,0.0001962855167221278,0.0002282790228491649,0.00017930791364051402,0.00018364119750913233,0.0005156461847946048,0.00017561241111252457,0.00022089823323767632,0.00025734840892255306,0.00015743880067020655,0.00023995459196157753,0.00022142031230032444,0.00027765322010964155,0.00018692397861741483,0.00028261731495149434,0.0001083681927411817,0.00033570468076504767,0.00014002576062921435,0.0001676938554737717,0.0005056774243712425
284,284,The place of burial of Herod the Great is,The place of burial of the spouse of Cleopatra of Jerusalem is,Herod the Great,the spouse of Cleopatra of Jerusalem, Herodium,9.906418563332409e-05,0.0006135369185358286,0.0007447733078151941,0.0002640915336087346,0.0006817432586103678,0.00017229648074135184,0.0005735444137826562,0.0017683854093775153,0.0007286478066816926,3.7647092540282756e-05,0.0013227700255811214,0.0014497030060738325,0.00010035617742687464,0.00036590007948689163,0.0021508706267923117,0.0016906997188925743,0.0021177742164582014,0.0004030057170893997,0.0006886140326969326,0.0007999914814718068,0.0005287605454213917,0.00015826137678232044,0.0002699272590689361,0.00045581551967188716,0.00033439105027355254,0.00019977474585175514,0.00028427320648916066,0.0009094268316403031,0.00020233093528077006,0.00014381470100488514,0.0013371919048950076,0.00014208423090167344,0.00046901515452191234,0.000619749422185123,0.0001347567595075816,0.00035969895543530583,0.00021039193961769342,9.911854431265965e-05,0.0006129217799752951,0.00024255849712062627,0.00012661646178457886,0.002737297909334302
285,285,"The date of birth of William I, Count of Holland is",The date of birth of the father of Otto van Holland is,"William I, Count of Holland",the father of Otto van Holland, 1167,0.004673536866903305,0.0032712698448449373,0.009473685175180435,0.003538649994879961,0.005237810779362917,0.001701815752312541,0.007009822875261307,0.003378222230821848,0.002713789464905858,0.0027127242647111416,0.007196499966084957,0.003866929793730378,0.0029611694626510143,0.0024698874913156033,0.010987392626702785,0.006749114021658897,0.008571830578148365,0.006567837204784155,0.0008380304789170623,0.0040931436233222485,0.006124053616076708,0.0036256550811231136,0.0027026445604860783,0.0016263257712125778,0.0021198259200900793,0.006571345031261444,0.0021140282042324543,0.006512814667075872,0.0034939509350806475,0.005804183427244425,0.003965665586292744,0.0020011961460113525,0.006397542543709278,0.0023625423200428486,0.005224131979048252,0.005264936946332455,0.001388783217407763,0.003924136515706778,0.0025869894307106733,0.0022252912167459726,0.001069147721864283,0.0027591558173298836
286,286,The place of birth of Adelqui Migliar is,The place of birth of the director of Pages of Life is,Adelqui Migliar,the director of Pages of Life, Concepción,2.1302630557329394e-06,2.1486998775799293e-06,1.0513194865779951e-06,1.0409403330413625e-06,2.1549142275034683e-06,6.851792591078265e-07,5.992322940073791e-07,2.90943899017293e-06,1.088857175091107e-06,4.0069119222607696e-07,2.549197688495042e-06,2.410314436929184e-06,4.4081809846829856e-07,9.019406661536777e-07,5.902605153096374e-06,3.447133167355787e-06,1.6782679495008779e-06,2.038575530605158e-06,3.9096988757592044e-07,1.2087841696484247e-06,1.0924005664492142e-06,5.31010584836622e-07,9.941354619513731e-07,7.145994231905206e-07,1.7821072333390475e-06,5.174552484277228e-07,9.69600364442158e-07,2.1151658984308597e-06,3.407706401503674e-07,2.3330410385824507e-06,2.316631707799388e-06,4.2339087258369545e-07,1.9989872726000613e-06,1.3686284319192055e-06,8.293201858577959e-08,1.5390035912332678e-07,5.951932280368055e-07,2.5893658062159375e-07,1.598040171302273e-06,9.397168128089106e-07,9.417572073289193e-07,8.363984306924976e-06
287,287,The place of birth of Binnya U is,The place of birth of the father of Baw Ngan-Mohn is,Binnya U,the father of Baw Ngan-Mohn, Martaban,3.6286062368162675e-06,2.3896011498436565e-06,6.671177743555745e-06,3.1704742013971554e-06,4.31603757533594e-06,7.81113556058699e-07,1.812308482840308e-06,6.898267201904673e-06,4.321237611293327e-06,1.327259610661713e-06,1.3657051567861345e-05,4.526026714302134e-06,1.406264232173271e-06,4.7328026084869634e-06,1.227931170433294e-05,9.062928256753366e-06,1.4717739759362303e-05,2.8264300908631412e-06,9.597331427357858e-07,5.873894224350806e-06,4.59467810287606e-06,2.2914466626389185e-06,1.106861418520566e-06,1.3479615290634683e-06,4.845404873776715e-06,2.7970409064437263e-06,1.6895660337468144e-06,8.505188816343434e-06,1.645835027375142e-06,2.877486849683919e-06,3.641619969130261e-06,1.225132791660144e-06,4.0439476833853405e-06,1.7298918919550488e-06,2.9520247153413948e-06,4.8010488171712495e-06,5.720274884879473e-07,4.796231678483309e-06,2.821437647071434e-06,2.4620856038382044e-06,2.1122293958342198e-07,4.22402763433638e-06
288,288,Julius Sang was educated at,The spouse of Tekla Chemabwai was educated at,Julius Sang,the spouse of Tekla Chemabwai, North Carolina Central University,0.003140208777040243,0.0013640442630276084,0.0011647616047412157,0.0009985275100916624,0.0013199883978813887,0.0015574793796986341,0.000597615959122777,0.0010526528349146247,0.000850214681122452,0.0009679505019448698,0.0011318535543978214,0.001041658571921289,0.000490309321321547,0.0010025703813880682,0.0007738955901004374,0.0010483176447451115,0.0007146102143451571,0.0014122892171144485,0.0007157790241762996,0.0010980918304994702,0.0012919314904138446,0.0005864172708243132,0.0008041895925998688,0.001665470888838172,0.0019370915833860636,0.0005357625777833164,0.0018527087522670627,0.0009065517806448042,0.0007757795392535627,0.0004749364743474871,0.000951893744058907,0.000568572839256376,0.0008848064462654293,0.0011662367032840848,0.0006227662088349462,0.0004192159976810217,0.0010228888131678104,0.0008540870039723814,0.0014437322970479727,0.0014794825110584497,0.000621539365965873,0.0013423513155430555
289,289,Julius Rockwell was educated at,The father of Francis Williams Rockwell was educated at,Julius Rockwell,the father of Francis Williams Rockwell, Yale,0.014525295235216618,0.007532961200922728,0.006792345084249973,0.007467375602573156,0.007494902703911066,0.008253876119852066,0.006313085090368986,0.008643402718007565,0.004842310678213835,0.007920399308204651,0.006138896569609642,0.01237713173031807,0.008900904096662998,0.013170257210731506,0.005247010383754969,0.0070822411216795444,0.0030796299688518047,0.005237594246864319,0.0071604629047214985,0.003860755357891321,0.004930864088237286,0.008937325328588486,0.0053648254834115505,0.01585036888718605,0.012485078535974026,0.006441823672503233,0.015745701268315315,0.01245510671287775,0.006064987275749445,0.003123323665931821,0.007786148227751255,0.0065987673588097095,0.004642128013074398,0.00688841100782156,0.003788815811276436,0.00997071247547865,0.00591448275372386,0.007781779393553734,0.01053289882838726,0.005355907138437033,0.0038173780776560307,0.006218148861080408
290,290,The place of death of José Saramago is,The place of death of the spouse of Pilar del Río is,José Saramago,the spouse of Pilar del Río, Lanzarote,2.4281589503516443e-06,1.6833533891258412e-06,2.2476428966911044e-06,1.5051363106977078e-06,2.512702167223324e-06,3.0606102541241853e-07,1.3127843203619705e-06,4.638199698092649e-06,1.2442841352822143e-06,8.566022415834595e-07,9.065374797501136e-06,2.072579718515044e-06,1.3443296893456136e-06,2.4257740278699202e-06,7.070968422340229e-06,6.548234523506835e-06,7.3149708441633265e-06,1.2294531188672408e-06,3.501270668948564e-07,4.065553639520658e-06,1.7530074956084718e-06,7.593008035655657e-07,1.5492656757487566e-06,5.218926162342541e-07,5.912227720727969e-07,8.704183755980921e-07,1.8282416931469925e-06,2.404410452072625e-06,2.1834939616383053e-06,1.5593888065268402e-06,8.762296488384891e-07,1.1739433602997451e-06,6.418164957722183e-06,4.768949111166876e-07,8.802614956948673e-07,2.409621856713784e-06,8.856676458890433e-07,2.722965973589453e-06,2.517095936127589e-06,4.774882995661756e-07,9.24879017816238e-08,1.186161739497038e-06
291,291,The father of Oskar Roehler is,The father of the director of Sources of Life is,Oskar Roehler,the director of Sources of Life, Klaus Roehler,9.592073411113233e-07,1.580857087901677e-06,3.232354401916382e-06,7.981190037753549e-07,1.3071895637040143e-06,1.6780154510342982e-06,2.2136209736345336e-06,1.0784316145873163e-05,6.712262461405771e-07,6.183470873111219e-07,2.59386547440954e-06,1.6501946902280906e-06,4.541014959613676e-07,8.698047508914897e-07,8.078210157691501e-06,6.133893293736037e-06,4.082141003891593e-06,8.423543818025792e-07,2.655471917023533e-06,1.1103491033281898e-06,1.8008054212259594e-06,3.234150426578708e-06,3.6762744457519148e-06,1.8070230680677923e-06,9.6042401764862e-07,1.833959686337039e-07,9.957288966688793e-07,2.298028675795649e-06,6.152063178888056e-07,6.329027542051335e-07,7.462656981260807e-07,5.793773425466497e-07,3.564709459169535e-06,9.144591786025558e-07,2.9269533570186468e-06,1.3895157735532848e-06,1.2353870033621206e-06,6.3028032855072524e-06,4.350142717157723e-06,2.7603387025010306e-06,2.5326719423901523e-06,6.172175289975712e-06
292,292,Jan Łomnicki was educated at,The director of Akcja pod Arsenałem was educated at,Jan Łomnicki,the director of Akcja pod Arsenałem, National Film School in Łódź,0.00042179154115729034,0.000625037879217416,0.0008231977699324489,0.0006875958642922342,0.0004897502367384732,0.0005802983068861067,0.0007628024904988706,0.0005947861936874688,0.0005116353277117014,0.00036120295408181846,0.0005975263775326312,0.0004430614644661546,0.0002562034933362156,0.0004672398208640516,0.0006715829367749393,0.0006493827095255256,0.0004131065506953746,0.0005500298575498164,0.0007895343587733805,0.0005408755969256163,0.0006870614015497267,0.0004672784707508981,0.00041427486576139927,0.000570346659515053,0.00042583432514220476,0.00024263927480205894,0.0006124665378592908,0.0006038082065060735,0.0005284485523588955,0.0006742941332049668,0.0006722488324157894,0.0006057993741706014,0.0007433859282173216,0.0004196526133455336,0.001032303087413311,0.0006027924828231335,0.0010083018569275737,0.0006850486970506608,0.0004495011526159942,0.0006416260148398578,0.0007247705943882465,0.0006472177337855101
293,293,The place of death of Karunanidhi is,The place of death of the father of M. K. Muthu is,Karunanidhi,the father of M. K. Muthu, kauvery hospital,8.878309017745778e-05,5.394625986809842e-05,7.444623770425096e-05,7.136385829653591e-05,7.60377079132013e-05,5.5072141549317166e-05,6.342173583107069e-05,0.00010610573372105137,5.088067700853571e-05,2.2035093934391625e-05,9.126681106863543e-05,5.043422061135061e-05,5.0988001021323726e-05,5.280743062030524e-05,0.00013438367750495672,7.521288353018463e-05,8.683802298037335e-05,0.0001244060549652204,2.5520706913084723e-05,7.170075696194544e-05,4.623184577212669e-05,2.19573630602099e-05,6.580253102583811e-05,4.531019658315927e-05,3.819281482719816e-05,1.7471529645263217e-05,3.97611984226387e-05,4.7741086746100336e-05,4.182621341897175e-05,8.168930799001828e-05,5.451284960145131e-05,6.432262307498604e-05,9.075659909285605e-05,4.3715124775189906e-05,0.0002072447823593393,7.671570347156376e-05,7.546410051872954e-05,7.114122126949951e-05,2.0023695469717495e-05,3.327735612401739e-05,1.3697313079319429e-05,5.0023645599139854e-05
294,294,"The date of death of Charles Augustus, Hereditary Grand Duke of Saxe-Weimar-Eisenach is",The date of death of the spouse of Princess Pauline of Saxe-Weimar-Eisenach is,"Charles Augustus, Hereditary Grand Duke of Saxe-Weimar-Eisenach",the spouse of Princess Pauline of Saxe-Weimar-Eisenach, 20 November 1894,0.00336495041847229,0.002301126020029187,0.007605367340147495,0.003675352316349745,0.0044132424518466,0.000904779473785311,0.004316357430070639,0.002578593324869871,0.0017113930080085993,0.0010979896178469062,0.007634325418621302,0.002736849244683981,0.0012789698084816337,0.002243016380816698,0.010256320238113403,0.004651836585253477,0.00949016958475113,0.010329488664865494,0.00085233966819942,0.003982369787991047,0.006234900094568729,0.0024735748302191496,0.0011437013745307922,0.0016832574037835002,0.001177168102003634,0.003905165707692504,0.0015074253315106034,0.010641274973750114,0.00334951258264482,0.003194401739165187,0.0036204212810844183,0.0008802934898994863,0.0037212446331977844,0.0016587183345109224,0.001700524240732193,0.004497817251831293,0.0008055060752667487,0.0025553537998348475,0.0016006315127015114,0.0012535315472632647,0.0012445776956155896,0.0031587088014930487
295,295,The country of citizenship of Mark Burnett is,The country of citizenship of the creator of Pirate Master is,Mark Burnett,the creator of Pirate Master, British,6.186129030538723e-05,0.00023885670816525817,0.0001936103217303753,0.00018130980606656522,0.00020218399004079401,6.061840758775361e-05,0.00010464117804076523,0.00018736069614533335,0.00014713052951265126,2.2536982214660384e-05,0.0004985941341146827,0.00016963078815024346,8.176669507520273e-05,0.00013968005077913404,0.00017898537043947726,0.00033593043917790055,8.666142821311951e-05,0.00019015994621440768,5.2085815696045756e-05,0.00021838555403519422,0.0005068739992566407,0.00010302976443199441,0.00012579468602780253,0.0001564793783472851,0.00030849187169224024,0.0001724178291624412,9.959473391063511e-05,0.00043039783486165106,8.495399379171431e-05,0.00014299222675617784,7.831471884856e-05,2.0925486751366407e-05,0.00017423334065824747,9.697897621663287e-05,4.2333420424256474e-05,0.00010092241427628323,8.013466867851093e-05,0.0001047655678121373,0.0003756365622393787,0.0003312067419756204,3.839403871097602e-05,8.940811676438898e-05
296,296,The place of birth of William Penn is,The place of birth of the father of John Penn is,William Penn,the father of John Penn, London,0.0004135421186219901,0.00027323493850417435,0.0002282917994307354,0.00015671721484977752,0.0001664409355726093,4.134897608309984e-05,0.00013531517470255494,0.00017408195708412677,0.0001518672361271456,4.812732368009165e-05,0.000387562409741804,0.00015591728151775897,0.00015359361714217812,0.00020705611677840352,0.0002295668818987906,0.00018300586089026183,0.0002956831594929099,8.441417594440281e-05,4.106768756173551e-05,0.0002021104155573994,0.00021436884708236903,0.00010707876208471134,8.352210716111585e-05,5.490765761351213e-05,7.070905849104747e-05,0.00013133800530340523,0.0001026093159453012,0.0003935003769584,8.737895404919982e-05,0.00019721004355233163,0.0002726687816902995,0.0001000596530502662,0.0003223045205231756,0.0002361399820074439,5.763659282820299e-05,0.0001859938056441024,6.853273225715384e-05,0.00013586605200544,0.00014856099733151495,0.00027279648929834366,3.2600972190266475e-05,0.00020396029867697507
297,297,Jack Lee was educated at,The director of The Woman in the Hall was educated at,Jack Lee,the director of The Woman in the Hall, Marling School,0.0005256343283690512,0.0005171421798877418,0.0007232007337734103,0.0004583601839840412,0.00063091772608459,0.0006193257286213338,0.0005039300885982811,0.0006121026235632598,0.0004267731565050781,0.0005192197859287262,0.00043874315451830626,0.0004612059274222702,0.00044295901898294687,0.00022234386415220797,0.0006101018516346812,0.00041687904740683734,0.000489414029289037,0.00042624404886737466,0.0002727071405388415,0.0004527346754912287,0.0004226516466587782,0.0004324863257352263,0.0005342353833839297,0.0004235154192429036,0.0007236285018734634,0.00022833059483673424,0.0004955882905051112,0.0005349742714315653,0.0005197949358262122,0.0004920614301227033,0.0006592747522518039,0.0005848986911587417,0.0008526135934516788,0.00046794445370323956,0.0010657262755557895,0.00031075492734089494,0.0004844863142352551,0.0005562171572819352,0.0005989544442854822,0.0005084058502689004,0.0003547087835613638,0.00033795085619203746
298,298,The place of burial of Curtis Bernhardt is,The place of burial of the director of The Tunnel is,Curtis Bernhardt,the director of The Tunnel, Forest Lawn Memorial Park,1.3389608284342103e-05,1.5719186194473878e-05,8.13933274912415e-06,7.2979364631464705e-06,1.2079387488483917e-05,5.35393428435782e-06,5.464044534164714e-06,4.817318040295504e-05,1.410436652804492e-05,5.513309588422999e-06,4.902458385913633e-05,3.4997236070921645e-05,3.6179976632411126e-06,1.1942050150537398e-05,1.401888130203588e-05,3.0110764782875776e-05,2.662696897459682e-05,2.045792280114256e-05,6.526830929942662e-06,1.4920122339390218e-05,1.1334474947943818e-05,5.604927537206095e-06,2.384791059739655e-06,1.552424146211706e-05,2.7198082534596324e-05,5.672483894159086e-06,6.3152197071758565e-06,4.061525396537036e-05,1.1655904017970897e-05,6.756083166692406e-06,2.179315924877301e-05,1.0271586688759271e-05,2.0571460481733084e-05,3.7285126381902955e-06,3.5906393804907566e-06,1.1122570867883042e-05,9.428732482774649e-06,4.729337433673209e-06,2.0323252101661637e-05,1.6944344679359347e-05,7.837611519789789e-06,1.9069193513132632e-05
299,299,The place of death of Karl Aloys zu Fürstenberg is,The place of death of the spouse of Elisabeth zu Fürstenberg is,Karl Aloys zu Fürstenberg,the spouse of Elisabeth zu Fürstenberg, Stockach,1.061219109033118e-06,3.1058257832228264e-07,6.518677082567592e-07,4.4887852368447057e-07,8.523049359610013e-07,2.847542646122747e-07,1.4110730717220576e-07,1.5556283869955223e-06,4.2562390945022344e-07,1.1791883025580319e-07,2.0111888261453714e-06,2.042698241666585e-07,2.047685256911791e-07,5.5978637192311e-07,1.8992171817444614e-06,1.0335388651583344e-06,2.4123410184984095e-06,7.915120932011632e-07,1.684945800661808e-07,8.986450552583847e-07,3.214328501144337e-07,1.2408887073434016e-07,1.862179601630487e-07,2.8780922889382055e-07,4.841962777391018e-07,1.4829888073109032e-07,1.4853547725124372e-07,6.790551765334385e-07,5.920773560319503e-07,4.3800042703878717e-07,4.587983823967079e-07,5.653896550938953e-07,5.096908353152685e-07,2.0267347622393572e-07,1.6459684957226273e-06,5.000207465855055e-07,2.655550304098142e-07,3.2447661624246393e-07,4.5924321057100315e-07,3.484431942979427e-07,7.144065250486165e-08,3.7318622503335064e-07
300,300,The place of death of Luigi Zampa is,The place of death of the director of L'attore scomparso is,Luigi Zampa,the director of L'attore scomparso, Rome,8.679433085490018e-05,0.0007205127039924264,0.0010083630913868546,0.0009608512627892196,0.00040612617158330977,6.257735367398709e-05,0.00042248054523952305,0.0003528218949213624,0.0002976589894387871,0.0003073475672863424,0.0019762550946325064,0.0001398434687871486,0.00047320936573669314,0.0006751579931005836,0.003150038421154022,0.00012194390001241118,0.00041041825897991657,0.0002783695817925036,8.98178550414741e-05,0.00083988654660061,0.00014757369353901595,0.00015197898028418422,0.0004107448039576411,7.230705523397774e-05,7.47406083974056e-05,0.00028275654767639935,0.00036601710598915815,0.00027279977803118527,7.189475581981242e-05,0.0002184608456445858,0.0006256484775803983,5.6616754591232166e-05,0.0006319500971585512,0.00019125956168863922,4.091614027856849e-05,0.0002797991328407079,6.637007027165964e-05,4.160873868386261e-05,0.00017483177362009883,0.00016481781494803727,5.409640380094061e-06,0.0005286313826218247
