,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
287,287,The place of birth of Binnya U is,The place of birth of the father of Baw Ngan-Mohn is,Binnya U,the father of Baw Ngan-Mohn, Martaban,3.6286062368162675e-06,2.3896011498436565e-06,3.1285685508919414e-06,2.954183401016053e-06,6.671177743555745e-06,1.4744571217306657e-06,4.82091218145797e-06,2.55424197348475e-06,4.0439476833853405e-06,1.2562085203171591e-06,2.2781839561503148e-06,2.2532663024321664e-06,3.534379402481136e-06,3.1704742013971554e-06,3.641619969130261e-06,9.930929081747308e-06,6.3757038333278615e-06,6.260521786316531e-06,3.1737190511194058e-06,3.159125526508433e-06,1.4686888789583463e-06,1.7291556559939636e-06,5.720274884879473e-07,4.31603757533594e-06,6.074233624531189e-06,5.3745743571198545e-06,3.6515352803689893e-06,2.8624913284147624e-06,2.4044236397458008e-06,3.2712030133552616e-06,3.841134002868785e-06,7.81113556058699e-07,7.873782124079298e-06,8.066116606642026e-06,2.5545202788634924e-06,5.753997356805485e-06,3.0440678528975695e-06,1.812308482840308e-06,3.711367298819823e-06,6.898267201904673e-06
288,288,Julius Sang was educated at,The spouse of Tekla Chemabwai was educated at,Julius Sang,the spouse of Tekla Chemabwai, North Carolina Central University,0.003140208777040243,0.0013640442630276084,0.0009878597920760512,0.0010923274094238877,0.0011647616047412157,0.0011742290807887912,0.00082581298192963,0.0007385528879240155,0.0008848064462654293,0.0008050617179833353,0.001878388924524188,0.0007767946226522326,0.0012143217027187347,0.0009985275100916624,0.000951893744058907,0.0005537755787372589,0.000973167538177222,0.0010923314839601517,0.0010273389052599669,0.0010966698173433542,0.0006299580563791096,0.0013372822431847453,0.0010228888131678104,0.0013199883978813887,0.0011981099378317595,0.0014018910005688667,0.0008136421092785895,0.000781492970418185,0.0007027852116152644,0.0011523134307935834,0.0008944484870880842,0.0015574793796986341,0.0013343479949980974,0.0010635672369971871,0.0012139029568061233,0.001232955139130354,0.0012281403178349137,0.000597615959122777,0.0013822575565427542,0.0010526528349146247
289,289,Julius Rockwell was educated at,The father of Francis Williams Rockwell was educated at,Julius Rockwell,the father of Francis Williams Rockwell, Yale,0.014525295235216618,0.007532961200922728,0.0066879186779260635,0.009080121293663979,0.006792345084249973,0.0061847190372645855,0.008646940812468529,0.006488405168056488,0.004642128013074398,0.008987853303551674,0.009438742883503437,0.011224737390875816,0.008798185735940933,0.007467375602573156,0.007786148227751255,0.012758665718138218,0.005396765191107988,0.0069837067276239395,0.0050384472124278545,0.008106699213385582,0.0060926382429897785,0.010422801598906517,0.00591448275372386,0.007494902703911066,0.006181631237268448,0.0043745809234678745,0.00596745265647769,0.0077386097982525826,0.006424088031053543,0.004659951664507389,0.010683836415410042,0.008253876119852066,0.005352279171347618,0.006855586543679237,0.007587222848087549,0.007475692313164473,0.004075902514159679,0.006313085090368986,0.0034756017848849297,0.008643402718007565
290,290,The place of death of José Saramago is,The place of death of the spouse of Pilar del Río is,José Saramago,the spouse of Pilar del Río, Lanzarote,2.4281589503516443e-06,1.6833533891258412e-06,1.6006110854505096e-06,2.163355247830623e-06,2.2476428966911044e-06,1.2497372381403693e-06,1.2832744005208951e-06,6.68202233100601e-07,6.418164957722183e-06,1.2002368521280005e-06,8.227486318901356e-07,2.0379854959173827e-06,4.876819730270654e-06,1.5051363106977078e-06,8.762296488384891e-07,3.3231872293981723e-06,9.634553862269968e-06,8.284840077976696e-06,1.1548963811947033e-06,1.6458897107440862e-06,1.652549258324143e-06,2.5234032818843843e-06,8.856676458890433e-07,2.512702167223324e-06,3.2224447750195395e-06,9.087122521123092e-07,3.5423470308160177e-06,1.454125708733045e-06,2.4182818378903903e-06,9.503363571639056e-07,2.5817687401286094e-06,3.0606102541241853e-07,1.2212387900945032e-06,1.0667315109458286e-05,1.0677431419026107e-06,4.385189185995841e-06,9.93778144220414e-07,1.3127843203619705e-06,1.6614445712548331e-06,4.638199698092649e-06
291,291,The father of Oskar Roehler is,The father of the director of Sources of Life is,Oskar Roehler,the director of Sources of Life, Klaus Roehler,9.592073411113233e-07,1.580857087901677e-06,1.1957029073528247e-06,1.156646817435103e-06,3.232354401916382e-06,1.9100846202491084e-06,4.70693566967384e-06,8.187734010789427e-07,3.564709459169535e-06,9.990343414756353e-07,1.4251533002607175e-06,2.1475404992088443e-06,6.909983767400263e-07,7.981190037753549e-07,7.462656981260807e-07,5.913246241107117e-06,5.924168249293871e-07,3.463109123913455e-06,1.421177103111404e-06,9.499887596575718e-07,2.198881475123926e-06,1.146435238297272e-06,1.2353870033621206e-06,1.3071895637040143e-06,3.927045781892957e-06,4.109948349650949e-06,5.60921898795641e-06,2.6330653781769797e-06,3.5478619793138932e-06,1.0840942650247598e-06,4.289643129595788e-06,1.6780154510342982e-06,1.5769177252877853e-06,1.4314392728920211e-06,5.54526025098312e-07,2.132511326635722e-06,1.1148047178721754e-06,2.2136209736345336e-06,2.7750891717914783e-07,1.0784316145873163e-05
292,292,Jan Łomnicki was educated at,The director of Akcja pod Arsenałem was educated at,Jan Łomnicki,the director of Akcja pod Arsenałem, National Film School in Łódź,0.00042179154115729034,0.000625037879217416,0.00046395816025324166,0.0004042908549308777,0.0008231977699324489,0.0005942373536527157,0.0006299269734881818,0.0006510827224701643,0.0007433859282173216,0.0011020107194781303,0.000744824530556798,0.0005349655984900892,0.0008951486088335514,0.0006875958642922342,0.0006722488324157894,0.0004087942943442613,0.0004576371284201741,0.0007171126781031489,0.0005511369090527296,0.0008030323078855872,0.0007708658813498914,0.00047213680227287114,0.0010083018569275737,0.0004897502367384732,0.001047742087393999,0.000511817866936326,0.00048137924750335515,0.0008725453517399728,0.0006855816463939846,0.0009271277813240886,0.0005606791819445789,0.0005802983068861067,0.00037869776133447886,0.0008660968160256743,0.0005501150735653937,0.0004555206105578691,0.000574973993934691,0.0007628024904988706,0.0006187328835949302,0.0005947861936874688
293,293,The place of death of Karunanidhi is,The place of death of the father of M. K. Muthu is,Karunanidhi,the father of M. K. Muthu, kauvery hospital,8.878309017745778e-05,5.394625986809842e-05,6.266345735639334e-05,3.4837034036172554e-05,7.444623770425096e-05,4.930906288791448e-05,6.236520857783034e-05,5.233876800048165e-05,9.075659909285605e-05,9.674266038928181e-05,4.5425644202623516e-05,6.189905252540484e-05,7.500176434405148e-05,7.136385829653591e-05,5.451284960145131e-05,8.965666347648948e-05,9.36292126425542e-05,0.00013296106772031635,4.2491621570661664e-05,4.2653900891309604e-05,9.863583545666188e-05,9.180837514577433e-05,7.546410051872954e-05,7.60377079132013e-05,7.648854079889134e-05,4.854423241340555e-05,0.00013547406706493348,0.00010886396921705455,9.700682858237997e-05,5.117038745083846e-05,8.730181434657425e-05,5.5072141549317166e-05,5.3438518079929054e-05,7.783364708302543e-05,5.249557216302492e-05,7.628513412782922e-05,3.656662374851294e-05,6.342173583107069e-05,7.788110815454274e-05,0.00010610573372105137
294,294,"The date of death of Charles Augustus, Hereditary Grand Duke of Saxe-Weimar-Eisenach is",The date of death of the spouse of Princess Pauline of Saxe-Weimar-Eisenach is,"Charles Augustus, Hereditary Grand Duke of Saxe-Weimar-Eisenach",the spouse of Princess Pauline of Saxe-Weimar-Eisenach, 20 November 1894,0.00336495041847229,0.002301126020029187,0.0044187395833432674,0.001601899042725563,0.007605367340147495,0.0027514933608472347,0.003712431760504842,0.005344091914594173,0.0037212446331977844,0.0024750595912337303,0.0038156381342560053,0.002868776209652424,0.004812933038920164,0.003675352316349745,0.0036204212810844183,0.003288301406428218,0.006016809493303299,0.004828847479075193,0.003975068684667349,0.008257001638412476,0.0019185194978490472,0.004004832357168198,0.0008055060752667487,0.0044132424518466,0.00940058846026659,0.001218096585944295,0.004213538020849228,0.0029105397406965494,0.0068533532321453094,0.0069273984991014,0.0013114535249769688,0.000904779473785311,0.0038740828167647123,0.0011115972883999348,0.006609156262129545,0.005260370671749115,0.0011034850031137466,0.004316357430070639,0.002279324224218726,0.002578593324869871
295,295,The country of citizenship of Mark Burnett is,The country of citizenship of the creator of Pirate Master is,Mark Burnett,the creator of Pirate Master, British,6.186129030538723e-05,0.00023885670816525817,0.00010768067295430228,7.046835526125506e-05,0.0001936103217303753,0.00019316021644044667,0.00011336560419294983,9.422496077604592e-05,0.00017423334065824747,6.723639671690762e-05,7.833477866370231e-05,4.985087798559107e-05,0.0004750736989080906,0.00018130980606656522,7.831471884856e-05,0.0003144089423585683,0.00019402634643483907,0.0002993422676809132,0.00019012289703823626,9.178608161164448e-05,5.9776466514449567e-05,0.00017323618521913886,8.013466867851093e-05,0.00020218399004079401,0.0003304907586425543,0.00014320995251182467,0.000152534747030586,0.00016392164980061352,5.803812018712051e-05,0.00013064347149338573,0.00010867415403481573,6.061840758775361e-05,0.00014025013661012053,0.0002142169832950458,0.00028772669611498713,0.0001878915645647794,0.0002836806233972311,0.00010464117804076523,0.0005703970091417432,0.00018736069614533335
296,296,The place of birth of William Penn is,The place of birth of the father of John Penn is,William Penn,the father of John Penn, London,0.0004135421186219901,0.00027323493850417435,0.00013427618250716478,0.00010714461677707732,0.0002282917994307354,0.00014431880845222622,0.00022699886176269501,0.0002005843271035701,0.0003223045205231756,0.00011857520439662039,0.0001013185756164603,8.79432336660102e-05,0.0004211186897009611,0.00015671721484977752,0.0002726687816902995,0.0003093017148785293,0.00024267401022370905,0.0006703868275508285,0.00029190792702138424,0.00019328188500367105,3.241964805056341e-05,0.00020128447795286775,6.853273225715384e-05,0.0001664409355726093,0.00017636337724979967,0.00011131491919513792,0.00015529064694419503,0.000135101392515935,9.412321378476918e-05,0.0003447095805313438,0.00032243572059087455,4.134897608309984e-05,0.0001862757926573977,0.0004795980639755726,6.251368176890537e-05,0.00033530540531501174,0.0001044271994032897,0.00013531517470255494,0.00016389017400797457,0.00017408195708412677
297,297,Jack Lee was educated at,The director of The Woman in the Hall was educated at,Jack Lee,the director of The Woman in the Hall, Marling School,0.0005256343283690512,0.0005171421798877418,0.0004823226190637797,0.0005911490297876298,0.0007232007337734103,0.0006206966354511678,0.0006008818163536489,0.0004935545730404556,0.0008526135934516788,0.00044410311966203153,0.0004305340407881886,0.0005342423683032393,0.0005476615624502301,0.0004583601839840412,0.0006592747522518039,0.00047874898882582784,0.0006424759631045163,0.0005678222514688969,0.0007640799740329385,0.00043907828512601554,0.0005568540072999895,0.0005490995827130973,0.0004844863142352551,0.00063091772608459,0.0004981867386959493,0.00040224113035947084,0.0006610475247725844,0.00033861445263028145,0.0005200837622396648,0.0006071084644645452,0.0005251912516541779,0.0006193257286213338,0.0006561657646670938,0.0005154353566467762,0.0007001709891483188,0.00044880289351567626,0.0007430128753185272,0.0005039300885982811,0.000689915323164314,0.0006121026235632598
298,298,The place of burial of Curtis Bernhardt is,The place of burial of the director of The Tunnel is,Curtis Bernhardt,the director of The Tunnel, Forest Lawn Memorial Park,1.3389608284342103e-05,1.5719186194473878e-05,1.318938211625209e-05,9.751678589964285e-06,8.13933274912415e-06,1.2996943041798659e-05,7.4592503551684786e-06,1.2411521311150864e-05,2.0571460481733084e-05,6.681951617792947e-06,1.3047567335888743e-05,9.009860150399618e-06,3.497926809359342e-05,7.2979364631464705e-06,2.179315924877301e-05,2.521024907764513e-05,1.5982734112185426e-05,1.8944019757327624e-05,9.147103810391854e-06,1.926618097058963e-05,7.964919859659858e-06,1.1017998076567892e-05,9.428732482774649e-06,1.2079387488483917e-05,1.1879418707394507e-05,1.0891505553445313e-05,9.162049536826089e-06,1.539513687021099e-05,8.848673132888507e-06,8.89950206328649e-06,3.397368345758878e-05,5.35393428435782e-06,1.5722365787951276e-05,5.116780084790662e-05,3.912968168151565e-06,3.211475632269867e-05,1.4724872926308308e-05,5.464044534164714e-06,0.00010134296462638304,4.817318040295504e-05
299,299,The place of death of Karl Aloys zu Fürstenberg is,The place of death of the spouse of Elisabeth zu Fürstenberg is,Karl Aloys zu Fürstenberg,the spouse of Elisabeth zu Fürstenberg, Stockach,1.061219109033118e-06,3.1058257832228264e-07,4.5286196836968884e-07,4.6883894810889615e-07,6.518677082567592e-07,3.565881172562513e-07,5.159035367796605e-07,4.207771269193472e-07,5.096908353152685e-07,2.772794687189162e-07,3.744301295682817e-07,2.6130638275390083e-07,1.2668417639360996e-06,4.4887852368447057e-07,4.587983823967079e-07,1.0677484851839836e-06,5.177605544304242e-07,1.5777001181049854e-06,3.149622784803796e-07,5.045550324211945e-07,4.374049922262202e-07,3.984472130014183e-07,2.655550304098142e-07,8.523049359610013e-07,5.290428362059174e-07,3.858744435092376e-07,4.5412272697831213e-07,4.927695727019454e-07,4.604187893164635e-07,2.9425160619211965e-07,5.544770260712539e-07,2.847542646122747e-07,4.4570384716280387e-07,2.029998995567439e-06,3.930650223082921e-07,3.7401557051452983e-07,1.8171107285525068e-07,1.4110730717220576e-07,4.70697557375388e-07,1.5556283869955223e-06
300,300,The place of death of Luigi Zampa is,The place of death of the director of L'attore scomparso is,Luigi Zampa,the director of L'attore scomparso, Rome,8.679433085490018e-05,0.0007205127039924264,0.00026589614572003484,0.00022618247021455318,0.0010083630913868546,0.0005897196242585778,0.0005942038260400295,0.00042742371442727745,0.0006319500971585512,0.0007639520918019116,7.499443017877638e-05,0.0002194279950344935,0.0007884979713708162,0.0009608512627892196,0.0006256484775803983,0.0015891786897554994,0.0005627470673061907,0.0014755730517208576,0.00023603561567142606,0.0003091784310527146,0.00010596022184472531,0.00024296509218402207,6.637007027165964e-05,0.00040612617158330977,0.0005033262423239648,0.0008262010524049401,0.000337004370521754,0.00042360430234111845,0.0002902441192418337,0.0003674715699162334,0.0006284692790359259,6.257735367398709e-05,0.00032270161318592727,0.0009372528875246644,4.8578953283140436e-05,0.0003772412892431021,0.00012968425289727747,0.00042248054523952305,5.283561040414497e-05,0.0003528218949213624
301,301,The country of citizenship of Akiko Matsuura is,The country of citizenship of the has part of Pre is,Akiko Matsuura,the has part of Pre, Japan,0.0008115679956972599,0.00012936716666445136,7.601080869790167e-05,0.00012478917778935283,0.0001236205716850236,0.00013440437032841146,7.561594247817993e-05,7.001075573498383e-05,0.00011876792996190488,7.591468602186069e-05,0.0001810036919778213,8.535199594916776e-05,0.0001090975129045546,0.00011394390458008274,7.851250120438635e-05,0.00013136623601894826,9.741916437633336e-05,0.00021469646890182048,0.0001624682918190956,7.48665988794528e-05,7.026230014162138e-05,6.67332933517173e-05,6.381195271387696e-05,0.0002549653872847557,0.00011175472900504246,9.800964471651241e-05,6.993478746153414e-05,0.00021261439542286098,5.395188054535538e-05,7.521217776229605e-05,0.00012386335583869368,0.0001096291234716773,0.00010486858082003891,0.00012310328020248562,0.00018622972129378468,8.546157914679497e-05,5.660354145220481e-05,9.740670066094026e-05,0.00015073938993737102,5.9070396673632786e-05
302,302,"The place of death of Sigismund I, Prince of Anhalt-Dessau is","The place of death of the father of Albert V, Prince of Anhalt-Dessau is","Sigismund I, Prince of Anhalt-Dessau","the father of Albert V, Prince of Anhalt-Dessau", Coswig,3.483307182250428e-06,1.9028698261536192e-06,1.156359303422505e-06,1.0221745014860062e-06,1.411498033121461e-06,1.355549784420873e-06,1.3985459190735128e-06,1.1767269825213589e-06,1.56751320901094e-06,1.080981519407942e-06,1.2816487924283138e-06,7.350385544668825e-07,1.62050889684906e-06,9.977059107768582e-07,9.198087695949653e-07,3.946721335523762e-06,2.935635393441771e-06,3.400465857339441e-06,5.819004513796244e-07,9.860930276772706e-07,1.2256482477823738e-06,1.1533890074133524e-06,3.7032725686003687e-07,1.6796908539618016e-06,8.380894769288716e-07,1.0061248758574948e-06,2.441395963614923e-06,1.6536222346985596e-06,1.5928033008094644e-06,1.1049717159039574e-06,1.8713527651925688e-06,1.0197387609878206e-06,1.3727237728744512e-06,4.6181703510228544e-06,3.47309196513379e-07,1.5615147503922344e-06,1.050367586685752e-06,8.24093262963288e-07,2.3955390133778565e-06,6.390739144990221e-06
303,303,The place of birth of Marek Koterski is,The place of birth of the director of Nothing Funny is,Marek Koterski,the director of Nothing Funny, Kraków,0.00038785437936894596,0.00042508597834967077,0.00024012595531530678,0.00039327278500422835,0.0005712101701647043,0.00029763008933514357,0.00035668749478645623,0.0003083490883000195,0.0006714946357533336,0.0003179121413268149,0.0002409912267467007,0.00025249275495298207,0.0009198964107781649,0.0003667800046969205,0.0002733106375671923,0.0007751943776383996,0.0005777889164164662,0.0006726284045726061,0.00035063514951616526,0.00016865425277501345,0.0001093309692805633,0.0004018704639747739,0.00017834080790635198,0.0003699258959386498,0.0005654639680869877,0.00028974012820981443,0.0006431697984226048,0.0003238111094105989,0.0005635138368234038,0.00036228730459697545,0.000707693281583488,0.00020614053937606514,0.0003019243013113737,0.0006397221004590392,0.0002852035977412015,0.0003567722160369158,0.0003689527220558375,0.00012821184645872563,0.000626547378487885,0.0004185926809441298
304,304,The father of Jean-Marie Poiré is,The father of the director of Santa Claus Is a Stinker is,Jean-Marie Poiré,the director of Santa Claus Is a Stinker, Alain Poiré,1.644659641897306e-05,1.7610183931537904e-05,9.702368515718263e-06,1.0094259778270498e-05,1.8346659999224357e-05,1.758539474394638e-05,2.374251198489219e-05,7.105803888407536e-06,2.298963227076456e-05,1.4565995115844999e-05,1.4933798411220778e-05,1.643263931327965e-05,5.495115146914031e-06,8.576846994401421e-06,7.127676326490473e-06,1.5429190170834772e-05,1.4327943972602952e-05,2.1459058189066127e-05,1.516899556008866e-05,7.897751856944524e-06,4.556951535050757e-05,7.821878170943819e-06,8.595778126618825e-06,1.4443333384406287e-05,2.3733176931273192e-05,5.5985001381486654e-05,2.954526098619681e-05,1.6619847883703187e-05,2.0975932784494944e-05,1.0150906746275723e-05,1.3172702892916277e-05,1.2418429832905531e-05,1.5927253116387874e-05,1.000429256237112e-05,1.1131774044770282e-05,1.8275055481353775e-05,1.3614766430691816e-05,2.075960765068885e-05,1.0260700037179049e-05,5.5068729125196114e-05
305,305,Thomas Hart Benton was educated at,The father of Jessie Benton Frémont was educated at,Thomas Hart Benton,the father of Jessie Benton Frémont, North Carolina,0.0035448437556624413,0.003450042335316539,0.0029839742928743362,0.003542592516168952,0.0032783953938633204,0.003196131670847535,0.0017502940027043223,0.002319573424756527,0.0023433947935700417,0.0025744049344211817,0.0036741429939866066,0.0024033356457948685,0.0035826866514980793,0.0029300132300704718,0.0028163341339677572,0.0018744362751021981,0.002084063133224845,0.0028975391760468483,0.001976490020751953,0.0033206301741302013,0.003797469660639763,0.0039862398989498615,0.0039625586941838264,0.0036752340383827686,0.00311181228607893,0.003458218416199088,0.0023077165242284536,0.002680829493328929,0.0016588722355663776,0.002538972534239292,0.0035156060475856066,0.0039694225415587425,0.003990252036601305,0.0031850498635321856,0.002812017919495702,0.00403932947665453,0.0032104759011417627,0.002025015652179718,0.003537554293870926,0.003116018371656537
306,306,The place of birth of Steve Rasnic Tem is,The place of birth of the spouse of Melanie Tem is,Steve Rasnic Tem,the spouse of Melanie Tem, Jonesville,6.118556029832689e-06,2.874054416679428e-06,1.4350132460094756e-06,1.3820244930684566e-06,2.6054249246953987e-06,8.505416531079391e-07,1.7162451513286214e-06,1.3819604873788194e-06,2.864304633476422e-06,1.2574554375532898e-06,8.576319032727042e-07,1.2477280506573152e-06,3.1544022931484506e-06,1.5560453903162852e-06,1.7461283050579368e-06,3.822188773483504e-06,2.722991666814778e-06,3.758796310648904e-06,1.777786337697762e-06,1.495538867857249e-06,7.898435683273419e-07,2.002322617045138e-06,7.703702067374252e-07,1.6320794884450152e-06,2.840861952790874e-06,1.955909738171613e-06,1.732551595523546e-06,1.781585524440743e-06,1.0993144314852543e-06,2.970432433357928e-06,2.3312500161409844e-06,7.821852250344818e-07,3.1913064049149398e-06,3.1689603474660544e-06,1.0916295423157862e-06,2.5198544335580664e-06,1.059799615177326e-06,9.32241221107688e-07,2.674714778549969e-06,1.8702107809076551e-06
307,307,"The date of birth of Thomas Onslow, 2nd Baron Onslow is","The date of birth of the father of Richard Onslow, 3rd Baron Onslow is","Thomas Onslow, 2nd Baron Onslow","the father of Richard Onslow, 3rd Baron Onslow", 27 November 1679,0.0022421132307499647,0.002564267721027136,0.002076065633445978,0.0013856836594641209,0.004561240319162607,0.001257837051525712,0.003182886866852641,0.004409796092659235,0.0035851984284818172,0.001452301861718297,0.004046876449137926,0.002715279348194599,0.0035140984691679478,0.0021696570329368114,0.003965017851442099,0.0029273605905473232,0.0051688156090676785,0.005028672516345978,0.004159063100814819,0.004359767306596041,0.0010480806231498718,0.0029436342883855104,0.0007648157188668847,0.003750294679775834,0.005488264374434948,0.0006021037697792053,0.0037812795490026474,0.0017045779386535287,0.0031550382263958454,0.004271167330443859,0.0022169065196067095,0.0015227759722620249,0.003943375777453184,0.0016566733829677105,0.0027534293476492167,0.0032702016178518534,0.002184197073802352,0.002109349239617586,0.0018197312019765377,0.002887922106310725
308,308,The country of citizenship of Babur is,The country of citizenship of the spouse of Zainab Sultan Begum is,Babur,the spouse of Zainab Sultan Begum, Mughal Empire,3.389401899767108e-05,3.274341725045815e-05,2.6202449589618482e-05,3.60020567313768e-05,4.531638478511013e-05,3.067478246521205e-05,5.3749427024740726e-05,3.392486905795522e-05,0.00010150594607694075,3.4018456062767655e-05,3.534713323460892e-05,2.906424197135493e-05,2.2499771148432046e-05,1.8262691810377873e-05,4.9471585953142494e-05,8.46182374516502e-05,7.581234240205958e-05,9.79794203885831e-05,3.6336648918222636e-05,1.9593537217588164e-05,3.214601019863039e-05,4.5447788579622284e-05,2.480814691807609e-05,5.815212716697715e-05,3.0890267225913703e-05,1.9457031157799065e-05,3.718666630447842e-05,5.879568925593048e-05,4.1713174141477793e-05,3.0360786695382558e-05,1.88924004760338e-05,4.466460086405277e-05,5.6701039284234866e-05,2.4897753974073566e-05,2.7226786187384278e-05,3.982334601460025e-05,2.161423981306143e-05,3.152144199702889e-05,6.934053817531094e-05,7.727921911282465e-05
309,309,The place of birth of Nicki Minaj is,The place of birth of the composer of Marilyn Monroe is,Nicki Minaj,the composer of Marilyn Monroe, Port of Spain,7.3933911153289955e-06,2.0998366380808875e-05,1.2075719496351667e-05,9.062775461643469e-06,2.3688595319981687e-05,1.545281156722922e-05,1.898651316878386e-05,2.20761721720919e-05,2.7871992642758414e-05,9.5008335847524e-06,7.949752216518391e-06,1.2808017345378175e-05,2.239263085357379e-05,1.9579380023060367e-05,1.8706730770645663e-05,3.025101796083618e-05,2.763184420473408e-05,3.4876888094004244e-05,1.2460404832381755e-05,1.0951115655188914e-05,2.1242590264591854e-06,1.6466705346829258e-05,2.8137171739217592e-06,2.03821236937074e-05,1.9345159671502188e-05,1.582367804076057e-05,1.5675683243898675e-05,1.92244078789372e-05,9.767371921043377e-06,2.320293970115017e-05,2.0928280719090253e-05,5.267788310447941e-06,2.5205565179931e-05,3.8733036490157247e-05,5.597381004918134e-06,1.7223635950358585e-05,2.752621003310196e-05,1.0255013876303565e-05,1.386399435432395e-05,4.2271662096027285e-05
310,310,Lord Eustace Cecil was educated at,"The father of Evelyn Cecil, 1st Baron Rockley was educated at",Lord Eustace Cecil,"the father of Evelyn Cecil, 1st Baron Rockley"," Royal Military College, Sandhurst",0.003887472441419959,0.004408434499055147,0.0030339325312525034,0.0029731011018157005,0.004484542179852724,0.0033980768639594316,0.0030894819647073746,0.002884537447243929,0.0033633445855230093,0.004085906315594912,0.005232108756899834,0.004549961071461439,0.003927887883037329,0.003390809055417776,0.003627226920798421,0.002208943711593747,0.0031063705682754517,0.0038187725003808737,0.0034734776709228754,0.004038381855934858,0.004128988832235336,0.0029112095944583416,0.004992964211851358,0.003460044041275978,0.00514053413644433,0.0036442733835428953,0.0032847144175320864,0.0028333240188658237,0.0036067485343664885,0.003958198241889477,0.0022149081341922283,0.0044248043559491634,0.004039748106151819,0.003370793303474784,0.0027510933578014374,0.002562095643952489,0.003743595676496625,0.0031209136359393597,0.005296265706419945,0.003418130101636052
311,311,The place of death of  Aurelia is,The place of death of the mother of Julia the Younger is,Aurelia,the mother of Julia the Younger, Roman,7.171048491727561e-05,5.851792957400903e-05,4.1409428376937285e-05,2.8495127480709925e-05,0.00011882263061124831,4.204328070045449e-05,5.6330551160499454e-05,4.7904904931783676e-05,5.1875304052373394e-05,4.057966361870058e-05,3.6794994230149314e-05,3.472248499747366e-05,6.91876484779641e-05,7.40325849619694e-05,7.181898399721831e-05,0.00013640143151860684,9.086303180083632e-05,6.633026350755244e-05,3.3882181014632806e-05,1.971222627616953e-05,2.8090444175177254e-05,2.8970351195312105e-05,1.9188866644981317e-05,7.437221211148426e-05,9.187588875647634e-05,4.9860591389006004e-05,6.277031934587285e-05,4.196323061478324e-05,0.00010128637950401753,5.600963413598947e-05,8.551173959858716e-05,2.698460957617499e-05,3.2419717172160745e-05,6.348589522531256e-05,4.032039942103438e-05,3.0762974347453564e-05,4.463235381990671e-05,5.2046227210666984e-05,2.3949014575919136e-05,4.864518268732354e-05
312,312,The place of death of Roberto Rossellini is,The place of death of the director of Giovanna d'Arco al rogo is,Roberto Rossellini,the director of Giovanna d'Arco al rogo, Rome,0.00016700787818990648,0.00037657428765669465,0.0002490748593118042,0.00016986530681606382,0.0005612676031887531,0.0003625599492806941,0.00018463192100171,0.000212153434404172,0.0002540331915952265,0.0003542776103131473,6.109809328336269e-05,0.00012743707338813692,0.0005096138920634985,0.000544949434697628,0.00032776291482150555,0.0005093534709885716,0.0004042595101054758,0.001175487064756453,0.00012622002395801246,0.00025634915800765157,7.623215060448274e-05,0.00014738549361936748,5.7858986110659316e-05,0.0003095663560088724,0.0004319490981288254,0.0003145687223877758,0.0002851071476470679,0.0002463432610966265,0.00018388801254332066,0.00022211525356397033,0.0004960740334354341,5.1140097639290616e-05,0.00016647095617372543,0.0008767404942773283,4.293562233215198e-05,0.00035771389957517385,7.254997763084248e-05,0.0002161172596970573,7.444164657499641e-05,0.00035011727595701814
