,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
70,70,The place of birth of Finbar Furey is,The place of birth of the father of Áine Furey is,Finbar Furey,the father of Áine Furey, Dublin,4.8622299800626934e-05,9.104626951739192e-05,2.9692660973523743e-05,2.536144165787846e-05,2.5973076844820753e-05,0.00010084137466037646,4.787353827850893e-05,3.9062499126885086e-05,0.00048297722241841257,8.003371476661414e-05,4.9141170165967196e-05,6.420563295250759e-05,2.6805199013324454e-05,0.0001368484809063375,5.227084693615325e-05,6.345478323055431e-05,3.721446410054341e-05,0.00010749058128567412,6.179657066240907e-05,8.035335486056283e-05,0.00011588128108996898,0.0002458925300743431,7.71841368987225e-05,8.169648026523646e-06,1.1158442248415668e-05,0.00010732332157203928,0.00010440450569149107,5.558594421017915e-05,5.06883006892167e-05,0.00010481468052603304,8.508015889674425e-05,2.0054570995853283e-05,0.00011476880899863318,2.6733683625934646e-05,4.3969983380520716e-05,1.8328317310079e-05,0.00017110256885644048,5.108959521749057e-05,3.0996878194855526e-05,1.552505636936985e-05,7.625036960234866e-05,8.293314022012055e-05
71,71,The date of birth of Gerald Drummond is,The date of birth of the father of Gerald George Drummond is,Gerald Drummond,the father of Gerald George Drummond," September 8, 1976",0.016034279018640518,0.016081448644399643,0.004228692036122084,0.013021226041018963,0.013011264614760876,0.014141008257865906,0.007216661237180233,0.01365246158093214,0.01579526998102665,0.019675489515066147,0.010673990473151207,0.005331582389771938,0.012048712931573391,0.01262889988720417,0.01660146191716194,0.02679605782032013,0.014024415984749794,0.01797187700867653,0.01991223730146885,0.012892154976725578,0.018234964460134506,0.005977796856313944,0.012076601386070251,0.013332820497453213,0.0048334915190935135,0.019125347957015038,0.009028580039739609,0.01237559225410223,0.009831246919929981,0.010516582988202572,0.008283684961497784,0.0032098954543471336,0.024214332923293114,0.009811115451157093,0.012094097211956978,0.008436611853539944,0.00751662440598011,0.008412854745984077,0.0028002571780234575,0.013024835847318172,0.004817058332264423,0.011718790978193283
72,72,The country of citizenship of Liam Lynch is,The country of citizenship of the director of Sarah Silverman: Jesus Is Magic is,Liam Lynch,the director of Sarah Silverman: Jesus Is Magic, United States,1.630171391298063e-05,1.7656773707130924e-05,1.7904569176607765e-05,1.796197466319427e-05,1.9271908968221396e-05,1.4632661077484954e-05,1.1072971574321855e-05,3.400751666049473e-05,6.15134704275988e-05,3.200550054316409e-05,1.8335927961743437e-05,6.499972369056195e-05,4.927066765958443e-05,3.486208515823819e-05,2.1721707526012324e-05,1.8275159163749777e-05,1.0516091606405098e-05,0.0001224733714479953,1.4950275726732798e-05,4.641506166080944e-06,4.8402565880678594e-05,2.306098940607626e-05,4.838926179218106e-05,1.4493354683509097e-05,7.010653007455403e-06,2.9641869332408533e-05,2.5987017579609528e-05,1.67375346791232e-05,2.385937114013359e-05,0.00010531423322390765,2.2985093892202713e-05,1.940365655173082e-05,2.4931861844379455e-05,7.827976332919206e-06,1.1140888091176748e-05,3.14171593345236e-05,4.1357627196703106e-05,4.834804713027552e-06,1.47426180774346e-05,1.343876192549942e-05,1.4978633771534078e-05,2.9337210435187444e-05
73,73,The place of birth of Çesk Zadeja is,The place of birth of the composer of Tana is,Çesk Zadeja,the composer of Tana, Shkodër,0.00014034360356163234,0.00035210236092098057,5.5373948271153495e-05,8.151897054631263e-05,0.00015255462494678795,0.00038122577825561166,0.00019375106785446405,0.00011790858843596652,0.0004684872692450881,0.0006458410643972456,0.00011686811922118068,0.00011759019980672747,0.00019970160792581737,0.0003567473031580448,7.480161002604291e-05,0.00022684286523144692,0.00010035595914814621,0.00044804613571614027,0.0001169274837593548,0.0004902619402855635,0.0001029425548040308,0.00014424110122490674,0.00017282112094108015,3.574169386411086e-05,4.154545604251325e-05,0.0002731779241003096,0.0006474101101048291,0.00019859640451613814,0.00012650515418499708,0.00022713984071742743,0.00016584181867074221,0.00021124327031429857,0.0006659080390818417,8.741312922211364e-05,0.0001584135607117787,8.805412653600797e-05,0.0003632360021583736,0.00018505516345612705,0.00013054600276518613,4.643682768801227e-05,0.00024635993759147823,0.00011362488294253126
74,74,The place of birth of Dulce of Aragon is,The place of birth of the mother of Theresa of Portugal is,Dulce of Aragon,the mother of Theresa of Portugal, Barcelona,3.704748678501346e-06,5.808487912872806e-05,1.4612495760957245e-05,3.1146024412009865e-05,1.4963321518735029e-05,5.812502058688551e-05,6.694145122310147e-05,4.4064989197067916e-05,0.0004248759360052645,2.715777009143494e-05,2.40959670918528e-05,2.8164951800135896e-05,1.3664187463291455e-05,6.277258216869086e-05,1.0454719813424163e-05,5.669583333656192e-05,3.6580175219569355e-05,0.0001341851457254961,4.253300721757114e-05,9.481482265982777e-05,2.187347308790777e-05,6.462862074840814e-05,3.610705243772827e-05,5.423164566309424e-06,1.297633207286708e-05,7.678346446482465e-05,8.159715071087703e-05,6.48655477561988e-05,2.1919768187217414e-05,6.208656850503758e-05,2.197672802140005e-05,3.535357245709747e-05,0.00010941799700958654,6.493708042398794e-06,5.529958434635773e-05,1.851994420576375e-05,0.00010957011545542628,0.00013110741565469652,3.763746644835919e-05,2.2318350602290593e-05,3.251666930736974e-05,3.773400385398418e-05
75,75,The country of citizenship of Master P is,The country of citizenship of the director of No Tomorrow is,Master P,the director of No Tomorrow, American,0.00010612510959617794,7.359009759966284e-05,4.765240373671986e-05,0.00010801437747431919,4.970373629475944e-05,2.077488534268923e-05,5.557692202273756e-05,3.846606341539882e-05,7.017784810159355e-05,2.6116049411939457e-05,4.631159026757814e-05,0.0001014726294670254,8.433263428742066e-05,0.00011181981972185895,3.666136763058603e-05,7.56415247451514e-05,5.747073737438768e-05,0.0001771337992977351,0.00017707499500829726,4.099725265405141e-05,0.00011274524877080694,2.655233402037993e-05,5.540773781831376e-05,4.543059185380116e-05,3.064279007958248e-05,0.00014045872376300395,7.883326179580763e-05,4.948614878230728e-05,7.861705671530217e-05,0.00011652487592073157,5.0766593631124124e-05,6.343070708680898e-05,5.784310633316636e-05,4.7543697291985154e-05,5.708004391635768e-05,6.019105785526335e-05,7.979285874171183e-05,1.7713417037157342e-05,4.590676326188259e-05,0.00014028672012500465,4.9430353101342916e-05,5.553135633817874e-05
76,76,The place of death of James Bauer is,The place of death of the director of The Black Star is,James Bauer,the director of The Black Star, Argentina,1.3592590448752162e-06,3.298196816103882e-06,2.30937644118967e-06,3.061868255826994e-06,4.58332078778767e-06,2.72357488029229e-06,8.235113455157261e-06,2.464300450810697e-06,1.0763618774944916e-05,1.513226266069978e-06,2.3986933683772804e-06,3.3377450563421007e-06,5.603662316389091e-07,3.1041947750054533e-06,1.093969217436097e-06,2.1932316940365126e-06,1.8788803117786301e-06,6.569699962710729e-06,1.5188131783361314e-06,8.140658792399336e-06,3.323887767692213e-06,4.355184046289651e-06,3.1941603992891032e-06,6.972941264393739e-07,1.4516861028823769e-06,2.691250983843929e-06,5.168598363525234e-06,1.9484193671814865e-06,2.1052701413282193e-06,3.2246666705759708e-06,2.7331402634445112e-06,5.227674137131544e-06,4.313588760851417e-06,8.305715937240166e-07,1.1858103334816406e-06,3.0850535495119402e-06,7.349884981522337e-06,5.027614406571956e-06,3.2730354178056587e-06,2.1628195554512786e-06,3.9651067709201016e-06,2.936952114396263e-06
77,77,The place of birth of Björk is,The place of birth of the performer of Oceania is,Björk,the performer of Oceania, Reykjavík,3.179878694936633e-05,1.0262867363053374e-05,3.069634431085433e-06,2.659111487446353e-06,2.719540361795225e-06,3.825492512987694e-06,6.821951501478907e-06,4.733600690087769e-06,2.8601465601241216e-05,1.4212528185453266e-05,1.5551764818155789e-06,3.833302798739169e-06,3.7594688819808653e-06,6.940143521205755e-06,7.588508879052824e-07,1.2319149391259998e-05,3.1958652471075766e-06,5.842258815391688e-06,4.4791572690883186e-06,6.0035577007511165e-06,3.3908979730767896e-06,3.0957776289142203e-06,7.914665729913395e-06,1.1930216032851604e-06,1.1416684628784424e-06,4.730652108264621e-06,1.1287548659311142e-05,1.261428405996412e-05,4.814179646928096e-06,9.081740245164838e-06,5.924387551203836e-06,1.6422889075329294e-06,4.92371009386261e-06,2.605381496323389e-06,8.822900781524368e-06,2.4828186724334955e-06,1.0468680557096377e-05,7.120934697013581e-06,9.5920431704144e-06,1.1325896593916696e-06,3.2229145290330052e-06,2.662667156982934e-06
78,78,The date of death of Susan of Albania is,The date of death of the mother of Prince Leka of Albania is,Susan of Albania,the mother of Prince Leka of Albania, 17 July 2004,0.0026760788168758154,0.0029307056684046984,0.0018351397011429071,0.0034170805010944605,0.0023400636855512857,0.005810234695672989,0.00451819971203804,0.0032380151096731424,0.007577383890748024,0.005967314820736647,0.0027713063172996044,0.0017323940992355347,0.003713748650625348,0.004275249317288399,0.0043351068161427975,0.0039173332042992115,0.003200344042852521,0.0035743380431085825,0.0016111277509480715,0.0050485399551689625,0.003623398020863533,0.0028196247294545174,0.0048765093088150024,0.0038240873254835606,0.0011358049232512712,0.0029468561988323927,0.004387260880321264,0.0024293572641909122,0.006320452783256769,0.002237331122159958,0.004041654523462057,0.0002698774042073637,0.00648499047383666,0.0030992927495390177,0.0012583642965182662,0.004999592434614897,0.005647466517984867,0.002941848710179329,0.0005930272163823247,0.0012894566170871258,0.004247126169502735,0.004434570670127869
79,79,The place of death of Augustus II the Strong is,The place of death of the spouse of Christiane Eberhardine of Brandenburg-Bayreuth is,Augustus II the Strong,the spouse of Christiane Eberhardine of Brandenburg-Bayreuth, Warsaw,4.226154942443827e-06,5.05725665789214e-06,1.5759395637360285e-06,3.5504608604242094e-06,2.7784296889876714e-06,4.043877652293304e-06,1.0401615327282343e-05,6.796463367209071e-06,2.7471747671370395e-05,1.049195088853594e-05,3.274697746746824e-06,1.0830060546140885e-06,1.551012587697187e-06,5.892619810765609e-06,2.269928017994971e-06,3.065210421482334e-06,1.8235089100926416e-06,6.214952009031549e-06,2.1663436200469732e-06,1.1651476597762667e-05,7.310810588023742e-07,1.3920330275141168e-05,1.803084387574927e-06,9.208986853082024e-07,1.196854441332107e-06,7.3574756243033335e-06,4.6237378228397574e-06,4.277846983313793e-06,1.0813778317242395e-06,3.1199317618302302e-06,2.154573394363979e-06,1.9231561054766644e-06,1.7800273781176656e-05,6.784285915273358e-07,2.0879963358311215e-06,6.694101557513932e-07,7.549168458353961e-06,7.013440608716337e-06,7.370691150754283e-07,3.559087645044201e-06,5.6687977121328e-06,9.624767471905216e-07
80,80,The spouse of Anup Sengupta is,The spouse of the director of Bangla Bachao is,Anup Sengupta,the director of Bangla Bachao, Piya Sengupta,4.617830384745503e-08,1.2127289039653988e-07,1.4013180305028072e-07,1.31078792264816e-07,1.825126787480258e-07,1.2224319334563916e-07,6.14349602301445e-08,1.5941061803914636e-07,4.373867739104753e-07,1.8031884962965705e-07,2.0524915100850194e-07,1.7254632211916032e-07,1.178808375357221e-07,1.5753576576571504e-07,9.327469285835832e-08,2.524173225992854e-07,8.312167665280867e-08,2.3341119970154978e-07,3.05263881728024e-07,1.5881656167948677e-07,1.0805634076405113e-07,9.603491690768351e-08,8.983010957308579e-08,1.5757983362618688e-07,1.1090585871897929e-07,2.1322274790236406e-07,2.7464375307317823e-07,9.496094577343683e-08,1.7540467922572134e-07,7.29825586631705e-08,7.583962968737978e-08,5.390086812440131e-07,3.76962987047591e-07,1.8442457871969964e-07,4.904974844066601e-07,8.142894358798003e-08,1.473050730282921e-07,1.0272805894828707e-07,8.267233653214134e-08,1.0792554405725241e-07,6.364948745840593e-08,2.0234912412320227e-08
81,81,"The place of death of James Hamilton, 4th Duke of Hamilton is","The place of death of the father of Sir James Abercrombie, 1st Baronet is","James Hamilton, 4th Duke of Hamilton","the father of Sir James Abercrombie, 1st Baronet", Hyde Park,4.112304395675892e-06,1.0186397958023008e-05,1.8309103779756697e-06,2.651662953212508e-06,2.670123421921744e-06,7.634685061930213e-06,3.891400410793722e-06,4.017013452539686e-06,3.557736999937333e-05,8.271867045550607e-06,2.9771344998152927e-06,3.441749413468642e-06,4.982690825272584e-06,3.6968174299545353e-06,4.418790922500193e-06,2.939955720648868e-06,1.3758212844550144e-06,7.123403975128895e-06,4.687782166001853e-06,8.157921001838986e-06,6.456602477555862e-06,1.2595603948284406e-05,3.151993951178156e-06,1.5677433111704886e-06,4.864807578996988e-07,7.3053743108175695e-06,9.214862984663341e-06,1.219740715896478e-05,2.7359596970200073e-06,1.3935698007117026e-05,1.1089534382335842e-05,1.2957931403434486e-06,5.7285524235339835e-06,3.539465751600801e-06,8.916566912375856e-06,2.7016576495952904e-06,1.2220239113958087e-05,9.438470442546532e-06,9.830697536017396e-07,1.3290931519804872e-06,1.9315527879371075e-06,8.786176294961479e-06
82,82,The place of death of Amelia Pincherle is,The place of death of the mother of Sabatino Enrico 'Nello' Rosselli is,Amelia Pincherle,the mother of Sabatino Enrico 'Nello' Rosselli, Florence,1.7209073121193796e-05,1.2571925253723748e-05,6.489252882602159e-06,9.626447535993066e-06,6.751795808668248e-06,1.10834598672227e-05,1.9318364138598554e-05,2.791372708088602e-06,4.916545731248334e-05,1.1040639947168529e-05,1.025193341774866e-05,4.324302608438302e-06,5.283158770907903e-06,1.5326619177358225e-05,2.727734226937173e-06,6.261469479795778e-06,6.78595142744598e-06,5.7944274885812774e-05,1.4062580703466665e-05,4.925650864606723e-05,4.979322966391919e-06,6.063047749194084e-06,7.54669554225984e-06,2.4965538614196703e-06,8.20998138806317e-07,2.6069543309859e-05,2.0937593944836408e-05,1.5607100067427382e-05,8.37484094518004e-06,1.1213875950488728e-05,2.007492548727896e-05,8.96645724424161e-06,3.0230527045205235e-05,2.420479404463549e-06,1.490375871071592e-05,2.942185119536589e-06,4.200554758426733e-05,1.026050085783936e-05,9.29212365008425e-06,5.388286353991134e-06,4.251774498698069e-06,4.675034688261803e-06
83,83,The country of citizenship of Artuq is,The country of citizenship of the father of Ilghazi is,Artuq,the father of Ilghazi, Seljuq empire,1.3873847137801931e-06,7.788551670273591e-07,7.59607814870833e-07,1.0063549780170433e-06,5.893153911529225e-07,4.204868844226439e-07,3.90803450045496e-07,1.1098485401817015e-06,9.287783200306876e-07,1.396316065438441e-06,6.659902851424704e-07,5.761790475844464e-07,1.9596195670601446e-06,8.768288921601197e-07,2.7842298777613905e-07,1.000668021333695e-06,5.46036176274356e-07,2.2219062429940095e-06,6.782273089811497e-07,4.988370392311481e-07,1.0716723863879452e-06,3.819512812697212e-07,1.0606877367536072e-06,2.8477384717007226e-07,4.788045089298976e-07,5.334137540558004e-07,2.976658151965239e-06,3.9311012756115815e-07,1.2811162832804257e-06,6.104598924139282e-07,5.803796625514224e-07,1.4708725757373031e-06,1.5074831480887951e-06,7.149245107029856e-07,6.643992378485564e-07,5.799945483886404e-07,7.872192213653761e-07,7.212292416625132e-07,8.66206789851276e-07,7.286403160833288e-07,1.2763210861521657e-06,2.573540882622183e-07
84,84,The country of citizenship of Ricardo Mella is,The country of citizenship of the father of Urania Mella Serrano is,Ricardo Mella,the father of Urania Mella Serrano, Spain,3.480751911411062e-05,4.381368125905283e-05,6.182769720908254e-05,4.628650640370324e-05,3.92500041925814e-05,1.4921059118933044e-05,1.796047217794694e-05,9.881981895887293e-06,6.943654443603009e-05,2.064469299511984e-05,2.118256816174835e-05,2.449661769787781e-05,6.81902893120423e-05,4.248054028721526e-05,9.295643394580111e-06,2.50080120167695e-05,3.37987148668617e-05,0.0002727937826421112,4.606496440828778e-05,2.0697703803307377e-05,5.021196193411015e-05,2.3758288079989143e-05,5.720418630517088e-05,1.4849873878119979e-05,8.90584760782076e-06,3.5878030757885426e-05,5.865760977030732e-05,4.978964716428891e-05,6.492160173365846e-05,3.558567914296873e-05,2.7650141419144347e-05,3.588707841117866e-05,8.458487718598917e-05,8.516748494002968e-06,3.614375600591302e-05,3.687043863465078e-05,0.00014085463772062212,1.6569245417485945e-05,1.198771224153461e-05,3.190227289451286e-05,2.9490965971490368e-05,1.8392631318420172e-05
85,85,The place of birth of George Whaley is,The place of birth of the director of Clowning Around is,George Whaley,the director of Clowning Around," Castlemaine, Victoria, Australia",1.3366780876822304e-05,8.01961068646051e-05,1.4353071492223535e-05,3.2936528441496193e-05,2.77083418041002e-05,1.8264965547132306e-05,5.400681038736366e-05,2.3735403374303132e-05,0.00020532761118374765,4.972083479515277e-05,2.3234833861351945e-05,3.307626684545539e-05,3.750217001652345e-05,8.961692947195843e-05,1.5702767996117473e-05,5.5091295507736504e-05,2.6283698389306664e-05,5.378310015657917e-05,6.036866761860438e-05,8.253767737187445e-05,5.484282155521214e-05,3.9566839404869825e-05,4.173739944235422e-05,4.220828486722894e-06,9.025575309351552e-06,4.2160805605817586e-05,7.48735765228048e-05,4.1462979424977675e-05,2.4077698981272988e-05,3.0339208024088293e-05,3.3253618312301114e-05,4.1855950257740915e-05,8.043974230531603e-05,1.3929673514212482e-05,2.904825669247657e-05,2.9424905733321793e-05,8.344922389369458e-05,3.298999217804521e-05,7.05056227161549e-05,4.608616654877551e-05,3.7885227357037365e-05,4.713800808531232e-05
86,86,The place of burial of Kato Svanidze is,The place of burial of the mother of Yakov Iosifovich Dzhugashvili is,Kato Svanidze,the mother of Yakov Iosifovich Dzhugashvili, Tiflis,6.81572564644739e-05,5.684050120180473e-05,2.416135248495266e-05,2.669246168807149e-05,3.1921645131660625e-05,5.407863136497326e-05,6.699762889184058e-05,4.051555515616201e-05,7.794953125994653e-05,8.367701957467943e-05,3.664823452709243e-05,3.6429781175684184e-05,5.74139594391454e-05,7.49139508116059e-05,1.8831588022294454e-05,3.0139428417896852e-05,3.7713005440309644e-05,6.885416951263323e-05,5.9902686189161614e-05,6.932050746399909e-05,3.3176773285958916e-05,6.808354373788461e-05,2.6452522433828562e-05,2.469244100211654e-05,8.71823158377083e-06,7.73544525145553e-05,9.298448276240379e-05,7.779218867653981e-05,3.7758687540190294e-05,6.436889088945463e-05,8.264362986665219e-05,5.895755748497322e-05,0.0001419281034031883,4.379497841000557e-05,5.445299393613823e-05,2.0162089640507475e-05,0.00016057297762017697,8.508185419486836e-05,2.4817742087179795e-05,1.75438526639482e-05,2.6251278541167267e-05,3.702911999425851e-05
87,87,The place of birth of Marcus Garvey is,The place of birth of the spouse of Amy Ashwood Garvey is,Marcus Garvey,the spouse of Amy Ashwood Garvey, Saint Ann's Bay,1.8900327631854452e-05,3.942606781492941e-06,1.8247618527311715e-06,1.4511846302411868e-06,1.338066567768692e-06,6.504586053779349e-06,2.436254362692125e-06,3.7038892060081707e-06,2.10019697988173e-05,9.038950338435825e-06,1.8346396473134519e-06,5.0631888370844536e-06,4.035912297695177e-06,6.540501999552362e-06,1.8858038401958765e-06,5.49471951671876e-06,3.2111363452713704e-06,3.777413212446845e-06,3.965375981351826e-06,2.74540525424527e-06,2.6129514480999205e-06,2.7835249056806788e-06,2.529150606278563e-06,3.356789761710388e-07,1.127510472542781e-06,1.952891352630104e-06,7.794501470925752e-06,1.083196139006759e-06,3.05790604215872e-06,3.945117441617185e-06,5.147053343534935e-06,1.3538993925976683e-06,4.791727405972779e-06,2.0510644844762282e-06,1.6096735180326505e-06,1.5636186390111106e-06,5.2500890888040885e-06,1.0250685591017827e-05,3.700097749970155e-06,1.1746925565603306e-06,3.879018095176434e-06,3.1410097562911687e-06
88,88,"The place of birth of Sizzo, Prince of Schwarzburg is",The place of birth of the spouse of Princess Alexandra Therese Marie of Anhalt is,"Sizzo, Prince of Schwarzburg",the spouse of Princess Alexandra Therese Marie of Anhalt, Rudolstadt,3.0183013222995214e-05,3.4160780160163995e-06,1.128298208641354e-06,1.9826081825158326e-06,3.0727792363904882e-06,2.545097913753125e-06,4.751510005007731e-06,1.1126323897769907e-06,1.2211919056426268e-05,3.0102423806965817e-06,1.13143948965444e-06,1.668768163654022e-06,2.165488922400982e-06,2.4094163109111832e-06,1.5698890365456464e-06,2.32158549806627e-06,2.2346207515511196e-06,5.239602160145296e-06,2.0258148651919328e-06,2.120323642884614e-06,1.7262481151192333e-06,1.7492583310740883e-06,2.577037776063662e-06,4.85091788959835e-07,2.675160715170932e-07,1.5312690493374248e-06,5.128523298481014e-06,3.0742264698346844e-06,4.062646439706441e-06,1.9803626400971552e-06,4.1950643208110705e-06,2.2999038264970295e-06,3.523592340570758e-06,1.4891851378706633e-06,1.3124850966050872e-06,1.384455003972107e-06,5.50246568309376e-06,1.1308643479424063e-06,1.6420023030150332e-06,1.1618570852078847e-06,2.0614850200217916e-06,8.434243454757961e-07
89,89,The place of burial of Coretta Scott King is,The place of burial of the mother of Dexter Scott King is,Coretta Scott King,the mother of Dexter Scott King, Georgia,1.6479432815685868e-05,1.8323293261346407e-05,4.602243279805407e-06,8.428809451288544e-06,6.534749445563648e-06,6.492294232884888e-06,1.02464646261069e-05,1.0100048712047283e-05,1.245523162651807e-05,8.573998456995469e-06,6.199541530804709e-06,7.215810001071077e-06,4.326717316871509e-06,1.2530023013823666e-05,5.937550668022595e-06,6.309603577392409e-06,1.1074956091761123e-05,2.5310879209428094e-05,1.1614636605372652e-05,2.3580041670356877e-05,1.6931811842368916e-05,2.0176197722321376e-05,5.0707471928035375e-06,2.9822992928529857e-06,2.6011953195848037e-06,1.5174177860899363e-05,9.788464012672193e-06,1.0408874913991895e-05,8.227851139963605e-06,1.8597094822325744e-05,1.1950947737204842e-05,1.7134934751084074e-05,1.635558692214545e-05,4.826124495593831e-06,1.2250805411895271e-05,6.835820386186242e-06,1.1779148735513445e-05,1.3720991773880087e-05,9.073383807844948e-06,9.864202183962334e-06,4.284941951482324e-06,2.7015857995138504e-05
90,90,The country of citizenship of Pinedjem I is,The country of citizenship of the father of Psusennes I is,Pinedjem I,the father of Psusennes I, Ancient Egypt,1.3701483112527058e-06,1.2204920494696125e-05,1.487250210630009e-05,5.786935616924893e-06,7.949757673486602e-06,2.4277783268189523e-06,7.505745543312514e-06,2.2840924884803826e-06,7.472635388694471e-06,9.62695230555255e-06,4.755325335281668e-06,8.2457008829806e-06,5.026133294450119e-05,8.5617539298255e-06,5.426304142019944e-06,9.185574526782148e-06,4.669212557928404e-06,1.7834698155638762e-05,8.120246093312744e-06,2.24864616029663e-05,6.868763193779159e-06,3.921852112398483e-06,1.8196773453382775e-05,3.0902333492122125e-06,2.3365744254988385e-06,9.563686944602523e-06,2.2463962523033842e-05,8.474226888210978e-06,1.2723567124339752e-05,1.4238466064853128e-05,6.55452095088549e-06,6.409213710867334e-06,1.1662100405374076e-05,2.224788431703928e-06,6.1003861446806695e-06,3.593689825720503e-06,2.2130072466097772e-05,4.030613126815297e-06,2.254721948702354e-06,7.528888545493828e-06,2.867645207516034e-06,1.9164237983204657e-06
91,91,"The place of death of Humphrey Stafford, 1st Duke of Buckingham is",The place of death of the father of Humphrey Stafford is,"Humphrey Stafford, 1st Duke of Buckingham",the father of Humphrey Stafford, Northampton,0.00019227615848649293,0.00016730277275200933,3.7681380490539595e-05,4.044664456159808e-05,7.751105295028538e-05,8.606039773439988e-05,0.0001436526217730716,6.850139470770955e-05,0.00017659160948824137,0.00012207547842990607,7.286101026693359e-05,0.00010902441863436252,7.818228186806664e-05,0.00012456618424039334,4.9741141992853954e-05,8.547888864995912e-05,7.821384497219697e-05,0.00016443527420051396,0.00013979362847749144,0.00025012894184328616,0.00013858603779226542,0.000201688235392794,5.3884414228377864e-05,2.435755595797673e-05,3.4471959224902093e-05,8.975039963843301e-05,0.00010724611638579518,4.046647154609673e-05,5.687971497536637e-05,0.00020082331320736557,6.206071702763438e-05,5.4871874453965575e-05,0.0001487402041675523,4.634619108401239e-05,4.24985155405011e-05,7.191658369265497e-05,0.00018916037515737116,5.113310180604458e-05,5.521796265384182e-05,5.871053144801408e-05,4.7369208914460614e-05,0.00020673814287874848
92,92,The country of citizenship of Luis Bayón Herrera is,The country of citizenship of the director of Cuidado con las imitaciones is,Luis Bayón Herrera,the director of Cuidado con las imitaciones, Spanish,8.280746988020837e-05,0.0003201666404493153,0.00032190396450459957,0.0002589845680631697,0.0001672065700404346,0.00019899818289559335,0.0001834528666222468,0.00017750666302163154,0.00029894744511693716,0.00019717510440386832,9.966420475393534e-05,0.0003692145401146263,0.0008952934294939041,0.0005231521208770573,0.00016789117944426835,0.0002125192404491827,0.00013069187116343528,0.0013294229283928871,0.0006363392458297312,0.00014043557166587561,0.00023018644424155354,0.0002665974316187203,0.0005018602241761982,0.00013399326417129487,0.00012411938223522156,0.0004200260154902935,0.000585076748393476,0.0003229972207918763,0.0003896790440194309,0.00034260732354596257,0.00018757861107587814,0.00011223837645957246,0.00045836815843358636,9.223600500263274e-05,0.00021095099509693682,0.0002692842099349946,0.0007462793146260083,0.00011031033500330523,0.0001679275737842545,0.00030712352599948645,0.0002242945192847401,0.00019987912673968822
93,93,The place of death of Martino Zaccaria is,The place of death of the father of Bartolomeo (or Bartolommeo) Zaccaria is,Martino Zaccaria,the father of Bartolomeo (or Bartolommeo) Zaccaria, Smyrna,4.019754214823479e-06,6.18070544078364e-06,2.259782149849343e-06,3.4290505936951376e-06,2.3520328795711976e-06,5.241932740318589e-06,4.151060693402542e-06,2.2934068510949146e-06,1.3212639714765828e-05,4.780091330758296e-06,1.3271910574985668e-06,1.9698782125487924e-06,3.1273784770746715e-06,4.70453505840851e-06,2.8899844437546562e-06,4.661015736928675e-06,2.560189159339643e-06,7.083304808475077e-06,1.8976759292854695e-06,3.470199771982152e-06,5.401587259257212e-06,2.29247348215722e-06,3.3297326353931567e-06,1.119844341701537e-06,5.479807327901653e-07,2.1311773252818966e-06,5.674218300555367e-06,4.5963088268763386e-06,3.262595782871358e-06,2.567316187196411e-06,9.707614481158089e-06,2.2208632799447514e-06,1.173594228021102e-05,2.163715407732525e-06,4.866766630584607e-06,2.60130877904885e-06,8.209666702896357e-06,1.4798290521866875e-06,9.20720367503236e-07,4.0326074213226093e-07,2.8373506211210042e-06,3.372387936906307e-06
