,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
200,200,The country of citizenship of Andrew Lau is,The country of citizenship of the director of A Man Called Hero is,Andrew Lau,the director of A Man Called Hero, China,4.0567272662883624e-05,6.011626828694716e-05,4.470020212465897e-05,4.2014988139271736e-05,8.499495015712455e-05,5.0637710955925286e-05,6.594147998839617e-05,2.4413810024270788e-05,6.781650881748646e-05,9.465009497944266e-06,2.2919908587937243e-05,2.92519798676949e-05,3.131575067527592e-05,3.882071905536577e-05,3.748706876649521e-05,4.3469110096339136e-05,3.153175566694699e-05,6.295010098256171e-05,1.933902967721224e-05,2.0898969523841515e-05,4.153107511228882e-05,2.935093107225839e-05,0.00032613903749734163,2.511263664928265e-05,0.0001025084566208534,7.661074778297916e-05,3.113303318968974e-05,5.520894410437904e-05,8.138199336826801e-05,3.331588231958449e-05,4.154791895416565e-05,5.5117457122833e-06,1.4503054444503505e-05,2.4143279006239027e-05,0.00011651957902358845,2.459730239934288e-05,8.89412549440749e-05,4.264675953891128e-05,6.421207945095375e-05,0.00014564501179847866,0.00010389630915597081,5.577036426984705e-05
201,201,The country of citizenship of John Reinhardt is,The country of citizenship of the director of They Call It Love is,John Reinhardt,the director of They Call It Love, American,0.00010386625945102423,0.00014499534154310822,0.000165734498295933,0.00016070285346359015,0.0005177464336156845,0.00024536284036003053,0.0002271708654006943,0.000132550805574283,0.0002857656800188124,9.293281618738547e-05,0.00012085782509529963,5.972306098556146e-05,8.228597289416939e-05,0.00017162563744932413,0.0002693015558179468,0.0010392202530056238,0.00015489856014028192,0.0002899007813539356,0.0001483284286223352,3.882312012137845e-05,0.00022530753631144762,8.52137673064135e-05,0.0003832453803624958,0.0002497579262126237,0.0002509665791876614,9.150632104137912e-05,5.777433034381829e-05,0.0004575506900437176,0.00023253131075762212,0.00011024734703823924,0.00013878637400921434,6.561103509739041e-05,6.286339339567348e-05,5.640211747959256e-05,0.00023623050947207958,0.00011129573977086693,0.00020313305140007287,0.0001228828332386911,0.00014862956595607102,0.0007095197215676308,0.00019897737365681678,0.0004992184694856405
202,202,The country of citizenship of Saw Yun is,The country of citizenship of the spouse of Saw Hnaung of Sagaing is,Saw Yun,the spouse of Saw Hnaung of Sagaing, Myanmar,3.24490902130492e-05,4.259730485500768e-05,1.5038472156447824e-05,1.8859072952182032e-05,8.636111306259409e-05,2.4095948901958764e-05,1.1954913134104572e-05,2.3694052288192324e-05,4.3053827539552e-05,5.792316187580582e-06,1.2680554391408805e-05,7.421998816425912e-06,1.8299668226973154e-05,1.0962759915855713e-05,1.9621615138021298e-05,6.29076203040313e-06,1.757372410793323e-05,1.4374951206264086e-05,6.8478871071420144e-06,1.1570135029614903e-05,1.312036874878686e-05,6.873161510156933e-06,0.00011159524729009718,8.19522756501101e-06,1.5580699255224317e-05,8.266157237812877e-05,4.483981228986522e-06,8.578573215345386e-06,1.067931589204818e-05,1.589827661518939e-05,1.4737897799932398e-05,6.378108537319349e-06,4.4315065679256804e-06,7.898205694800708e-06,7.985310367075726e-05,3.9049227780196816e-06,9.087549551622942e-05,2.1817992092110217e-05,3.816534808720462e-05,3.745524736586958e-05,1.4641293091699481e-05,3.056762579944916e-05
203,203,"The date of death of Sir Henry Vane-Tempest, 2nd Baronet is","The date of death of the father of Frances Anne Vane, Marchioness of Londonderry is","Sir Henry Vane-Tempest, 2nd Baronet","the father of Frances Anne Vane, Marchioness of Londonderry", 1 August 1813,0.004082907922565937,0.0018852176144719124,0.0034012531396001577,0.0017511063488200307,0.0006214755703695118,0.0017218550201505423,0.002588951261714101,0.004339831881225109,0.0033849957399070263,0.0003787050081882626,0.002070576651021838,0.0014578158734366298,0.00037284736754372716,0.0017333243740722537,0.0019604589324444532,0.0024552445393055677,0.0009649579296819866,0.0019337465055286884,0.0015245239483192563,0.0005934013752266765,0.0037725300062447786,0.0011054729111492634,0.0007780682644806802,0.0021455425303429365,0.0012896329862996936,0.0004278956039343029,0.001201154664158821,0.0010358041618019342,0.0018827642779797316,0.0013713832013309002,0.002969665452837944,0.0015655471943318844,0.0005631510866805911,0.000879775732755661,0.008841782808303833,0.0018047303892672062,0.0007478768238797784,0.0010327588533982635,0.008173173293471336,0.0012719925725832582,0.0002543858136050403,0.0010855811415240169
204,204,The place of death of George Gershwin is,The place of death of the composer of Let's Call the Whole Thing Off is,George Gershwin,the composer of Let's Call the Whole Thing Off, Hollywood,3.2221651053987443e-05,0.0002492863859515637,0.00012057585263391957,0.000195375265320763,0.00042165000922977924,0.0002065656299237162,0.00018119915330316871,8.146608161041513e-05,0.00018637056928128004,0.00014048257435206324,0.00010971476149279624,0.0002787888515740633,0.00010614754864946008,7.298435230040923e-05,0.00017818740161601454,0.0003712449688464403,0.00040113978320732713,0.00033751828595995903,0.00010132321767741814,2.9023562092334032e-05,0.0005929901381023228,0.00027597317239269614,0.0011876380303874612,0.00023112091002985835,9.165098890662193e-05,7.911663124104962e-05,7.179540989454836e-05,0.00030997832072898746,0.00022154107864480466,4.62595526187215e-05,9.124513599090278e-05,0.00010357274004491046,6.846319593023509e-05,9.338293602922931e-05,0.0005300376797094941,0.00035869277780875564,7.717651169514284e-05,0.0003970964753534645,0.00018382885900791734,0.0004178533563390374,0.00010570204904070124,0.00014540317351929843
205,205,"The date of death of Richard Annesley, 2nd Earl Annesley is",The date of death of the father of William Richard Annesley is,"Richard Annesley, 2nd Earl Annesley",the father of William Richard Annesley, 9 November 1824,0.002704964019358158,0.0009631907450966537,0.003309624269604683,0.0018070479854941368,0.0012244072277098894,0.001073055318556726,0.0008171370136551559,0.002157808979973197,0.0019448398379608989,0.00039444025605916977,0.0014079785905778408,0.0007057762704789639,0.0006465218029916286,0.0015642257640138268,0.0004756012058351189,0.0010629454627633095,0.0006007187184877694,0.0012563492637127638,0.0005392348393797874,0.0004709723580162972,0.0025088167749345303,0.0005204144981689751,0.00021196267334744334,0.0016039652982726693,0.0004410725086927414,0.00011390032159397379,0.00021987056243233383,0.0005032251356169581,0.0006229145801626146,0.0011447516735643148,0.0018737860955297947,0.001221933402121067,0.00031564116943627596,0.00016853169654496014,0.005270241294056177,0.0013106724945828319,0.0005028006271459162,0.00033448179601691663,0.002010512398555875,0.0003124463255517185,8.155975956469774e-05,0.0007020440534688532
206,206,"The date of birth of Henry Prittie, 1st Baron Dunalley is","The date of birth of the father of Henry Prittie, 2nd Baron Dunalley is","Henry Prittie, 1st Baron Dunalley","the father of Henry Prittie, 2nd Baron Dunalley", 3 October 1743,0.002918908139690757,0.003110663965344429,0.008703628554940224,0.0027291264850646257,0.001206269022077322,0.003427507821470499,0.006023702677339315,0.0051160212606191635,0.004954086616635323,0.001507667126134038,0.002430877648293972,0.0038287120405584574,0.0013898229226469994,0.0022801270242780447,0.0030559829901903868,0.0025647396687418222,0.0011406972771510482,0.005943856667727232,0.0014621010050177574,0.0015597488963976502,0.006530731916427612,0.002530511701479554,0.0009035006514750421,0.004355449229478836,0.0027817527297884226,0.0011498057283461094,0.0014612101949751377,0.0019798660650849342,0.0034292906057089567,0.0028558247722685337,0.006140764337033033,0.0028554515447467566,0.002540885703638196,0.0017783406656235456,0.012952489778399467,0.0028500347398221493,0.001792452298104763,0.0023638736456632614,0.004834930878132582,0.0025452834088355303,0.0010979020735248923,0.004781064111739397
207,207,The spouse of Lauryn Hill is,The spouse of the performer of Neurotic Society is,Lauryn Hill,the performer of Neurotic Society, Rohan Marley,1.5481784430448897e-05,0.00013866690278518945,0.00018800562247633934,0.00013473287981469184,0.0001556710194563493,0.00012018848065054044,0.0002259445609524846,0.00015068512584548444,0.0002562426379881799,8.430801972281188e-05,0.0001776355056790635,0.0002293088036822155,4.720530705526471e-05,0.00011804302630480379,0.00011178787826793268,0.00012554119166452438,0.00016556687478441745,0.00019450930994935334,0.00011077977251261473,5.194643381400965e-05,0.0001292381202802062,0.00010967982962029055,0.0001364897470921278,0.0001230826019309461,0.00016965239774435759,0.00010956484766211361,6.326502625597641e-05,0.000138231145683676,0.0001118233849410899,6.579056207556278e-05,0.00014997807738836855,0.00011300142796244472,0.000129972308059223,0.00017042187391780317,0.0003258122887928039,8.926373266149312e-05,0.00012056616833433509,0.00018401842680759728,0.00011253181583015248,0.00024563641636632383,4.0730203181738034e-05,0.0001872523716883734
208,208,The date of death of Liu Yilong is,The date of death of the spouse of Yuan Qigui is,Liu Yilong,the spouse of Yuan Qigui, 453,0.0001368173398077488,7.290551729965955e-05,0.00015272741438820958,8.305457595270127e-05,5.3318515710998327e-05,0.00011855643970193341,4.954465839546174e-05,0.00018480811559129506,8.075722143985331e-05,6.515999848488718e-05,0.00015779020031914115,7.171060860855505e-05,9.583997598383576e-05,7.946654659463093e-05,5.480334584717639e-05,0.00014922127593308687,4.039824125356972e-05,9.091533866012469e-05,3.937479777960107e-05,0.00010052174184238538,0.00010607122385408729,3.6672343412647024e-05,3.342769923619926e-05,5.578960553975776e-05,7.522558007622138e-05,3.0339284421643242e-05,4.489734783419408e-05,4.1245697502745315e-05,4.833720231545158e-05,3.676702544908039e-05,0.0002544148010201752,4.382580300443806e-05,3.184979868819937e-05,2.8588983695954084e-05,0.0001540333905722946,6.157113966764882e-05,8.271091064671054e-05,4.157019793638028e-05,0.00010965187539113685,2.4655815650476143e-05,1.3880217920814175e-05,4.495000757742673e-05
209,209,The place of birth of Harry Piel is,The place of birth of the director of The White Terror is,Harry Piel,the director of The White Terror, Düsseldorf,0.00036729450221173465,0.0006084726192057133,0.0003888760111294687,0.0004167579172644764,0.0008308408432640135,0.00043001672020182014,0.00012454873649403453,0.00033772466122172773,0.0009087939979508519,0.00034081886406056583,0.0005439259111881256,0.0005937143578194082,9.41584657994099e-05,0.0005567993503063917,0.0009363365825265646,0.0012756858486682177,0.0005675873253494501,0.0014250657986849546,0.0005975738167762756,0.00018382235430181026,0.00046161157661117613,0.00045191767276264727,0.0010447623208165169,0.0005232443218119442,0.0005596843548119068,0.0005883226986043155,0.00023118805256672204,0.0006118095479905605,0.0006497587892226875,0.00014611418009735644,0.000455112342024222,0.00026354106375947595,0.0005441011744551361,0.0005102117429487407,0.0007518657366745174,0.0006362905842252076,0.0003984781797043979,0.000449707149527967,0.0010166342835873365,0.0014593788655474782,0.000530665391124785,0.0009855206590145826
210,210,The country of citizenship of Ralph Benatzky is,The country of citizenship of the composer of La hostería del caballito blanco is,Ralph Benatzky,the composer of La hostería del caballito blanco, Czech,9.411261089553591e-06,2.4635055524413474e-05,1.305420846620109e-05,1.2312319995544385e-05,3.585410740924999e-05,8.625072041468229e-06,2.7860696718562394e-05,1.016142141452292e-05,6.186464452184737e-05,3.659596131910803e-06,4.575015736918431e-06,6.08843902227818e-06,8.699351383256726e-06,5.068457903689705e-05,1.411484663549345e-05,3.523975101415999e-05,1.0080805623147171e-05,4.1087536374107e-05,1.3014177056902554e-05,7.028511845419416e-06,1.6657737432979047e-05,3.283640126028331e-06,0.0001400060427840799,1.203557985718362e-05,4.0292899939231575e-05,1.2382544809952378e-05,1.4716560144734103e-05,2.7164016501046717e-05,3.014805588463787e-05,5.018739557272056e-06,2.4467832190566696e-05,5.785268513136543e-06,8.781544238445349e-06,9.108097401622217e-06,2.5808736609178595e-05,5.498317023011623e-06,2.8485223083407618e-05,1.7002577806124464e-05,1.3806029528495856e-05,4.0288909076480195e-05,6.167056562844664e-05,7.323644695134135e-06
211,211,The place of death of Piero Tellini is,The place of death of the director of Nel blu dipinto di blu is,Piero Tellini,the director of Nel blu dipinto di blu, Florence,4.212118801660836e-05,5.5363867431879044e-05,2.673670314834453e-05,1.5839937987038866e-05,2.3267537471838295e-05,1.2905208677693736e-05,4.230021204421064e-06,4.707290372607531e-06,5.8959056332241744e-05,1.0476809620740823e-05,6.287443829933181e-05,1.7324504369753413e-05,4.516507942753378e-06,1.947522468981333e-05,2.8530103008961305e-05,0.00020870580920018256,3.6788023862754926e-05,6.464189937105402e-05,1.5578383681713603e-05,8.342636647284962e-06,6.495061097666621e-05,4.210237239021808e-05,0.0001035964087350294,2.0633893655030988e-05,1.85542885446921e-05,2.4989029043354094e-05,7.521650331909768e-06,2.6072724722325802e-05,3.98069569200743e-05,2.0154923277004855e-06,1.9618786609498784e-05,8.683598025527317e-06,8.72506461746525e-06,7.417890174110653e-06,2.581723856565077e-05,1.65672736329725e-05,3.9416529034497216e-05,2.6958417947753333e-05,2.193430373154115e-05,5.894294008612633e-05,7.700205969740637e-06,1.617445013835095e-05
212,212,The place of death of Harald Hardrada is,The place of death of the father of Magnus II of Norway is,Harald Hardrada,the father of Magnus II of Norway, Stamford Bridge,5.742412668041652e-06,6.247943929338362e-06,1.2727734883810626e-06,4.17125102103455e-06,8.102446372504346e-06,4.017810169898439e-06,6.468057563324692e-06,2.4143625978467753e-06,3.911794010491576e-06,1.7473312254878692e-06,5.235661319602514e-06,3.6711858228954952e-06,1.376991463075683e-06,1.217312274093274e-05,7.0740316004958e-06,1.8548591469880193e-05,1.6414147467003204e-05,1.3126093108439818e-05,6.942669187992578e-06,1.790876581253542e-06,7.2112770794774406e-06,4.203765456622932e-06,6.2651970438309945e-06,3.1219649372360436e-06,4.052909844176611e-06,6.379623755492503e-06,2.4742887489992427e-06,9.655765097704716e-06,3.4509660054027336e-06,1.2905829862575047e-06,6.747658517269883e-06,2.6237657948513515e-06,2.688979293452576e-06,2.2317499315249734e-06,7.796134013915434e-06,2.4792375370452646e-06,2.421586941636633e-06,7.700416063016746e-06,4.977576281817164e-06,1.4836276022833772e-05,1.406689261784777e-05,3.853260295727523e-06
213,213,The place of birth of John Paddy Carstairs is,The place of birth of the director of Top of the Form is,John Paddy Carstairs,the director of Top of the Form, London,0.0007696216925978661,0.0003246779670007527,8.288760727737099e-05,0.0001593042106833309,0.0005179052823223174,0.00031225316342897713,9.725950076244771e-05,0.00019784015603363514,0.00019210301979910582,0.0001375934516545385,0.00021725439000874758,0.0004898057668469846,3.556898809620179e-05,0.00021600299805868417,0.00019033125136047602,0.00033507763873785734,0.0003604265511967242,0.0003856899857055396,0.00020950689213350415,5.1245238864794374e-05,0.0002920899714808911,7.063533121254295e-05,0.0015112541150301695,0.00017836126789916307,8.63256718730554e-05,0.00012420715938787907,4.25102116423659e-05,0.00016161249368451536,0.0001913054147735238,2.114515154971741e-05,0.00031511345878243446,0.0002303214423591271,4.753849498229101e-05,0.00017171977378893644,0.0006087603978812695,0.0002357406192459166,8.701666229171678e-05,0.00031778757693246007,0.0003504269407130778,0.002053194912150502,0.00034050573594868183,0.00014245939382817596
214,214,The spouse of Guy Newall is,The spouse of the director of Rodney Steps In is,Guy Newall,the director of Rodney Steps In, Ivy Duke,7.924204226128495e-08,3.1906682806948083e-07,2.1871059630029777e-07,2.3889759859230253e-07,2.4990399083435477e-07,3.119647544735926e-07,3.00456605373256e-07,1.3307246149452112e-07,5.951687285232765e-07,7.762989895354622e-08,1.9607462320436753e-07,3.689082745950145e-07,9.442318571473152e-08,5.178428637009347e-07,1.7866263135601912e-07,2.722880196870392e-07,2.7749462105930434e-07,2.554774027885287e-07,3.6428264138521627e-07,1.8216310593288654e-07,3.8085656228759035e-07,2.443757125547563e-07,2.097619500318615e-07,3.6620869536818645e-07,4.889392926088476e-07,1.2445948982531263e-07,2.4443332335977175e-07,1.9330100542447326e-07,4.397149950818857e-07,1.0737295497165178e-07,5.993028935336042e-07,1.603702344254998e-07,2.5741510967236536e-07,3.030145592219924e-07,6.704995598738606e-07,2.776117185021576e-07,4.253375323060027e-07,2.748527663243294e-07,6.18532354224044e-08,4.3115608150401386e-07,1.5879263060014637e-07,6.301332859948161e-07
215,215,"The date of death of Elizabeth Waldegrave, Countess Waldegrave is",The date of death of the mother of George Waldegrave is,"Elizabeth Waldegrave, Countess Waldegrave",the mother of George Waldegrave, 29 January 1816,0.0005210628150962293,0.0014055984793230891,0.001799625693820417,0.0020783597137778997,0.0016298906411975622,0.0015212279977276921,0.0006165467784740031,0.0027759282384067774,0.0016301011200994253,0.0008323135552927852,0.002800449263304472,0.0014678797451779246,0.0010440321639180183,0.0012303306721150875,0.0009914505062624812,0.002642653649672866,0.0007394333952106535,0.0013088127598166466,0.0007297790725715458,0.0009687033598311245,0.0023258537985384464,0.0005595808033831418,0.00035547310835681856,0.0015937256393954158,0.0007153459009714425,0.00018183251086156815,0.0002647743676789105,0.0005307909450493753,0.0007911816937848926,0.001092926599085331,0.0019527430413290858,0.0009887695778161287,0.0005102388677187264,0.0002631699317134917,0.003922587726265192,0.001342270988970995,0.0005550633650273085,0.0005653364933095872,0.002330613089725375,0.0004093782335985452,0.0001566927821841091,0.000909492198843509
216,216,The date of birth of William Edwin Bell is,The date of birth of the spouse of Ting-Xing Ye is,William Edwin Bell,the spouse of Ting-Xing Ye, 27 October 1945,0.0015836339443922043,0.0011837347410619259,0.0013771880185231566,0.0011369817657396197,0.0009735453641042113,0.0014354208251461387,0.0007245404995046556,0.0021224278025329113,0.0006708453875035048,0.0009361283155158162,0.0014934830833226442,0.002017793245613575,0.000860182277392596,0.0005209293449297547,0.0010606299620121717,0.001328987767919898,0.0010775057598948479,0.0010978381615132093,0.0006277682259678841,0.0010962383821606636,0.001379585126414895,0.0011451304890215397,0.0007910016574896872,0.0005406129057519138,0.0008526931051164865,0.0005679078749381006,0.0005655427812598646,0.001170784467831254,0.0007633439381606877,0.0008837491041049361,0.0010648526949808002,0.0013884700601920485,0.0005611978704109788,0.0006353219505399466,0.0019223872805014253,0.0013833612902089953,0.0007748270290903747,0.0009346683509647846,0.0019980682991445065,0.0007205110159702599,0.0005194831755943596,0.001272380817681551
217,217,The country of citizenship of Shaan is,The country of citizenship of the performer of Harabo Toke is,Shaan,the performer of Harabo Toke, India,0.0007887424435466528,0.0007461894419975579,0.00031152786687016487,0.000310009898385033,0.0033574984408915043,0.0006559197790920734,0.0003193840093445033,0.0004363873158581555,0.0012680040672421455,0.0001062545707100071,0.0002828282304108143,0.00016563768440391868,0.0001599950628587976,0.0006559384637512267,0.0005350233986973763,0.00039034674409776926,0.00020691352256108075,0.0007364195771515369,0.000271855853497982,0.00023775247973389924,0.0004274341044947505,0.00020542203856166452,0.001842958270572126,0.00011742045899154618,0.001325105084106326,0.0008556468528695405,9.705311094876379e-05,0.0003500421589706093,0.0003924829652532935,0.0001906185643747449,0.0009464654140174389,4.270610952517018e-05,6.867167394375429e-05,0.00013015761214774102,0.0010096332989633083,0.0001177797676064074,0.0010634378995746374,0.00031267586746253073,0.0003848141059279442,0.00274608563631773,0.0003607032122090459,0.00022995909966994077
218,218,The place of death of Hippias is,The place of death of the father of Aphareus is,Hippias,the father of Aphareus, Elis,2.8495200240286067e-05,2.8252930860617198e-05,7.0828227762831375e-06,6.1124424064473715e-06,3.467265923973173e-05,2.54463120654691e-05,7.938017915876117e-06,1.005488866212545e-05,2.6792662538355216e-05,4.319367235439131e-06,1.2787299056071788e-05,1.9407707441132516e-05,3.295014039395028e-06,6.215702160261571e-05,3.8687954656779766e-05,0.0001409045944456011,2.670932917681057e-05,5.145395334693603e-05,5.177786806598306e-05,6.913945071573835e-06,1.9275323211331852e-05,1.8669139535631984e-05,6.34175303275697e-05,1.4724688298883848e-05,3.447641938691959e-05,3.701298192027025e-05,7.965376426000148e-06,2.0274192138458602e-05,2.664628300408367e-05,8.003627044672612e-06,2.490931910870131e-05,4.0457020986650605e-06,1.88004214578541e-05,1.0690105227695312e-05,2.3083890482666902e-05,1.6562566088396125e-05,3.29601280100178e-05,2.8809030482079834e-05,3.4227214200655e-05,0.00012996264558751136,2.0993860744056292e-05,4.988579166820273e-05
219,219,The country of citizenship of John Reinhardt is,The country of citizenship of the director of El día que me quieras is,John Reinhardt,the director of El día que me quieras, American,0.00010386625945102423,0.00022030106629244983,0.00018075572734232992,0.0001845363003667444,0.0005674940184690058,0.000253228034125641,0.00017430655134376138,0.00015197982429526746,0.00026625447208061814,0.00016818972653709352,0.0001547610154375434,8.893039193935692e-05,0.0001205594016937539,0.00019689319015014917,0.0003491097886580974,0.000476225686725229,0.00021060058497823775,0.0002620288578327745,0.00019911638810299337,6.738111551385373e-05,0.000245771516347304,0.00010050359560409561,0.00023825967218726873,0.0001383475901093334,0.00015974530833773315,9.97062015812844e-05,5.2376337407622486e-05,0.00036693454603664577,9.520844469079748e-05,0.00011526496382430196,0.00012531346874311566,9.410929487785324e-05,0.00010182123514823616,5.642879841616377e-05,0.0002805562980938703,0.0001122843605116941,0.00013368198415264487,0.00013420594041235745,0.0002536911051720381,0.0004648149770218879,0.00026452523889020085,0.0004517230554483831
220,220,The place of birth of Henry the Fowler is,The place of birth of the spouse of Hatheburg (also Hatheburch) (* 876 in Merseburg is,Henry the Fowler,the spouse of Hatheburg (also Hatheburch) (* 876 in Merseburg, Saxony,1.670494384597987e-05,0.0011707446537911892,0.0003931660612579435,0.00021893592202104628,0.00045452811173163354,0.00011520693078637123,0.0015696956543251872,0.0008990529458969831,0.0007437195163220167,0.00024901237338781357,0.0013846344081684947,0.00017864258552435786,0.0004934786702506244,0.000513958337251097,0.00039893126813694835,0.00047272013034671545,0.00014564981393050402,0.0004392059345263988,0.00024391846091020852,0.0005563620943576097,0.00027373837656341493,0.00014899410598445684,0.0015497830463573337,0.00021529148216359317,0.00023354201402980834,0.0009218947379849851,0.0002689841785468161,0.0022606344427913427,0.000415209389757365,0.00015248305862769485,0.00024027653853408992,0.00030012207571417093,0.0002778618654701859,0.0004559505614452064,0.0004184087738394737,0.00010036271123681217,0.0006105104694142938,0.0003970715624745935,0.0003353095380589366,0.0004786283534485847,0.00020428647985681891,0.00017225785995833576
221,221,The country of citizenship of Pearry Reginald Teo is,The country of citizenship of the director of Witchville is,Pearry Reginald Teo,the director of Witchville, Singaporean,4.941365841659717e-05,2.7006142772734165e-05,1.9467897800495848e-05,1.1180335604876745e-05,6.325769936665893e-05,3.4845001209760085e-05,2.7189897082280368e-05,7.164886028476758e-06,5.062382479081862e-05,4.996762072551064e-06,2.268035586894257e-06,8.837592758936808e-06,2.7906557988899294e-06,1.285990856558783e-05,7.701687536609825e-06,1.5120634088816587e-05,9.901713383442257e-06,2.3503873308072798e-05,6.662856776529225e-06,9.328747182735242e-06,1.7320820916211233e-05,5.871712346561253e-06,5.683167910319753e-05,1.3084543752484024e-05,5.5872544180601835e-05,3.358486355864443e-05,1.1064215868827887e-05,1.703171437839046e-05,3.6056371754966676e-05,1.3491990102920681e-05,2.361273618589621e-05,3.71991200154298e-06,6.376086275849957e-06,8.605944458395243e-06,6.328348536044359e-05,1.1049460226786323e-05,1.4719181308464613e-05,2.9712446121266112e-05,2.995010254380759e-05,5.991141006234102e-05,2.733445398916956e-05,1.8575381545815617e-05
222,222,The date of death of Maurice Cloche is,The date of death of the director of Women's Games is,Maurice Cloche,the director of Women's Games," March 20, 1990",0.0014720638282597065,0.013894535601139069,0.012187235057353973,0.015755610540509224,0.02243945188820362,0.0098952054977417,0.011546176858246326,0.015158011578023434,0.03091748245060444,0.006586012896150351,0.024455707520246506,0.005704195704311132,0.012800290249288082,0.011209339834749699,0.00934057030826807,0.03751873970031738,0.009466424584388733,0.017914272844791412,0.007344062440097332,0.005105901975184679,0.023128535598516464,0.01686018891632557,0.0053960662335157394,0.0266399122774601,0.010271742939949036,0.002869924996048212,0.0033889603801071644,0.009034315124154091,0.023958589881658554,0.016887614503502846,0.01560112927109003,0.012764129787683487,0.006337840110063553,0.001893005333840847,0.031150706112384796,0.018857216462492943,0.011118226684629917,0.003379562171176076,0.010247965343296528,0.004764345474541187,0.004361516796052456,0.011655112728476524
223,223,The father of George II is,The father of the founded by of University of Göttingen is,George II,the founded by of University of Göttingen, George I of Great Britain,0.000173183114384301,6.429947825381532e-05,8.764340600464493e-05,0.00021082146849948913,3.686550917336717e-05,3.2868763810256496e-05,6.077209036448039e-05,1.6990621588774957e-05,0.00013037271855864674,1.4772256690775976e-05,1.9135166439809836e-05,7.602907862747088e-05,1.4011834537086543e-05,2.6518489903537557e-05,5.0969327276106924e-05,0.00013801985187456012,0.0001627345773158595,5.37451051059179e-05,4.6177548938430846e-05,2.6114770662388764e-05,2.904284883697983e-05,9.609032713342458e-05,0.00022299197735264897,4.465229358174838e-05,9.508146467851475e-05,1.9100276404060423e-05,0.00011489884491311386,5.426887946669012e-05,0.00012996622535865754,9.629234409658238e-05,6.479825970018283e-05,1.776248427631799e-05,2.1293690224410966e-05,0.00014794128946959972,0.0002612047246657312,3.7923829950159416e-05,6.384780135704204e-05,8.84922847035341e-05,0.0001350936945527792,0.0001990772580029443,2.769972888927441e-05,8.855751366354525e-05
224,224,The place of birth of John W. Blodgett is,The place of birth of the spouse of Minnie Cumnock Blodgett is,John W. Blodgett,the spouse of Minnie Cumnock Blodgett," Hersey, Michigan",4.224177246214822e-05,0.00010612136975396425,5.347390833776444e-05,2.7258072805125266e-05,9.997951565310359e-05,0.00010147797001991421,5.887656152481213e-05,6.911205127835274e-05,0.00019737939874175936,2.983618833241053e-05,0.00011133294901810586,0.00010894147271756083,1.2617737411346752e-05,0.00014777523756492883,0.0004990881425328553,0.0003715645580086857,5.9537269407883286e-05,0.0002098329714499414,9.395636152476072e-05,5.460633474285714e-05,0.0001324630866292864,0.0005686865770258009,0.00024118085275404155,0.0001233372458955273,0.00011792830628110096,0.00011682893091347069,5.603915997198783e-05,3.9034468500176445e-05,0.00011120770795969293,4.948673813487403e-05,0.00022857949079480022,6.718855729559436e-05,7.662949792575091e-05,3.2853404263732955e-05,0.00014635369007010013,1.1770112905651331e-05,0.00012585516378749162,0.0004950333386659622,0.0003493472177069634,0.0007108700228855014,3.1498417229158804e-05,0.00011369303683750331
